All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PrecedingTitle,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,Apostrophe,POST_IS_PREPOSITION,RELATIONSHIP,POST_IS_SPEAK_VERB,PRE_IS_SPEAK_VERB,INSTANCE_IS_POSITION,INSTANCE_IS_COUNTRY
Motor Neurone Disease,275,./data/train/086.txt,3,273,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Neurone Disease Alzheimer's,276,./data/train/086.txt,3,274,False,100,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Conservative National Women's,398,./data/train/086.txt,3,396,False,2,100,False,False,100,True,False,True,True,False,False,False,False,False,False
National Women's Committee,399,./data/train/086.txt,3,397,False,3,100,False,False,100,True,False,True,False,True,False,False,False,False,False
Mr Blair Liberal,128,./data/train/087.txt,3,126,False,1,100,True,False,100,False,False,True,False,False,False,False,True,False,False
Blair Liberal Democrat,129,./data/train/087.txt,3,127,False,2,3,False,False,100,False,False,True,False,False,False,False,False,False,False
United Nations Convention,239,./data/train/087.txt,3,237,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Executive Maeve Sherlock,525,./data/train/087.txt,3,523,False,100,100,False,False,1,False,False,True,False,False,False,True,False,False,False
Telephone Preference Service,122,./data/train/088.txt,3,120,False,5,3,False,False,100,True,False,False,False,False,False,False,False,False,False
Direct Marketing Association,140,./data/train/088.txt,3,138,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Telephone Preference Service.,251,./data/train/088.txt,3,249,False,5,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour MSP Christine,288,./data/train/089.txt,3,286,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
National Party Holyrood,493,./data/train/089.txt,3,491,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
First Division Association,94,./data/train/095.txt,3,92,False,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Mr Brown Tory,407,./data/train/095.txt,3,405,False,100,100,True,False,100,False,False,False,False,False,False,False,False,False,False
Whitehall - Labour,165,./data/train/096.txt,3,163,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Commons Oliver Heald,214,./data/train/096.txt,3,212,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
State Mr Howard,242,./data/train/096.txt,3,240,False,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
Quarterly Economic Commentary,114,./data/train/098.txt,3,112,False,5,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Strathclyde University's Fraser,118,./data/train/098.txt,3,116,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Allander Institute Dubious,122,./data/train/098.txt,3,120,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
BBC Radio Scotland,164,./data/train/098.txt,3,162,False,1,2,False,False,100,False,False,False,False,False,False,False,True,False,False
Zambia Mr Mubanga,52,./data/train/100.txt,3,50,False,2,100,False,False,100,True,False,False,False,False,False,False,False,False,False
BBC One's Breakfast,330,./data/train/100.txt,3,328,False,1,100,False,False,4,False,False,False,False,True,False,False,True,False,False
Fair Trials Abroad,549,./data/train/100.txt,3,547,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
- Blair Prime,6,./data/train/102.txt,3,4,False,2,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Sir Alan Budd,50,./data/train/102.txt,3,48,True,100,0,True,False,100,False,False,False,False,False,False,False,False,False,False
Sir Alan Budd,312,./data/train/102.txt,3,310,True,1,100,True,False,100,False,False,False,False,False,False,False,False,False,False
Earlier Mr Howard,339,./data/train/102.txt,3,337,False,3,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Children Young People,48,./data/train/103.txt,3,46,False,100,100,False,False,2,False,False,False,False,False,False,False,False,False,False
Families Margaret Hodge,52,./data/train/103.txt,3,50,False,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
Islamic Human Rights,76,./data/train/105.txt,3,74,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
- Kimberly Quinn,64,./data/train/112.txt,3,62,False,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Kimberly Quinn -,65,./data/train/112.txt,3,63,False,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Sir Alan Budd's,118,./data/train/112.txt,3,116,True,3,2,True,False,100,False,False,False,True,False,False,False,False,False,False
Friends Reunited Lucy's,74,./data/train/113.txt,3,72,False,4,1,False,False,100,True,False,False,True,False,True,False,False,False,False
London's King Cross,243,./data/train/113.txt,3,241,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Edinburgh City Council,25,./data/train/114.txt,3,23,False,2,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Green MSP Mark,42,./data/train/114.txt,3,40,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
MSP Mark Ballard,43,./data/train/114.txt,3,41,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
University College London,26,./data/train/115.txt,3,24,False,2,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Parliamentary Advisory Council,57,./data/train/115.txt,3,55,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Road Safety Bill,72,./data/train/115.txt,3,70,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
AA Motoring Trust,291,./data/train/115.txt,3,289,False,4,0,False,True,100,False,False,True,False,False,False,True,False,False,False
Road Safety Bill,429,./data/train/115.txt,3,427,False,100,1,False,True,100,False,False,True,False,False,False,False,False,False,False
Transport Select Committee,536,./data/train/115.txt,3,534,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Child Support Agency,14,./data/train/116.txt,3,12,False,4,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Sir Archy Kirkwood,67,./data/train/116.txt,3,65,True,4,100,True,False,1,False,False,True,False,False,False,False,False,False,False
Northern Ireland Paying,54,./data/train/119.txt,3,52,False,4,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Justice Lord Woolf,142,./data/train/119.txt,3,140,False,100,1,False,False,1,False,True,True,False,False,False,False,False,False,False
Human Rights Act,168,./data/train/119.txt,3,166,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Dame Elizabeth Butler-Sloss,223,./data/train/119.txt,3,221,False,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Family Justice Division,230,./data/train/119.txt,3,228,False,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
Midlands Merseyside Bristol,296,./data/train/119.txt,3,294,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Police Complaints Authority,350,./data/train/119.txt,3,348,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Complaints Authority Trevor,351,./data/train/119.txt,3,349,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Authority Trevor Phillips,352,./data/train/119.txt,3,350,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Michael Howard Mr,31,./data/train/120.txt,3,29,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Howard Mr Howard,32,./data/train/120.txt,3,30,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Nazi. Mr Howard,294,./data/train/120.txt,3,292,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Dr Brian Gibbons,25,./data/train/124.txt,3,23,True,100,100,True,False,100,True,False,False,False,True,False,False,False,False,False
Meanwhile Ms Hutt,66,./data/train/124.txt,3,64,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Upper Afan Valley,94,./data/train/124.txt,3,92,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Later Dr Gibbons,305,./data/train/124.txt,3,303,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Ieuan Wyn Jones,491,./data/train/124.txt,3,489,True,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Titanic. Kisrty Williams,522,./data/train/124.txt,3,520,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Meanwhile Ms Hutt,556,./data/train/124.txt,3,554,False,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
Welsh Assembly Government,601,./data/train/124.txt,3,599,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
EU Tony Blair,7,./data/train/126.txt,3,5,False,1,0,False,False,100,False,False,False,False,False,False,False,True,False,False
United Arab Emirates',342,./data/train/126.txt,3,340,False,3,3,False,False,100,True,False,False,True,False,False,False,False,False,False
Union's Common Agricultural,226,./data/train/127.txt,3,224,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Common Agricultural Policy,227,./data/train/127.txt,3,225,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Mr Duncan Brown,614,./data/train/127.txt,3,612,False,100,100,True,False,100,False,False,False,False,False,False,False,False,False,False
Mr Brown Sir,78,./data/train/128.txt,3,76,False,100,100,True,False,100,False,False,True,False,False,False,False,False,False,False
Brown Sir Wastealot,79,./data/train/128.txt,3,77,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
National Statistics Borrowing,512,./data/train/128.txt,3,510,False,5,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Ivory Coast -,166,./data/train/129.txt,3,164,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
RAF Fairford Glos,50,./data/train/131.txt,3,48,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Mr Justice Harrison,138,./data/train/131.txt,3,136,True,100,2,True,False,100,False,False,False,False,False,False,False,False,False,False
Lord Justices Clarke,162,./data/train/131.txt,3,160,False,100,2,True,False,3,False,False,False,False,False,False,False,False,False,False
RAF Fairford. Fairford,317,./data/train/131.txt,3,315,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Fairford. Fairford Coach,318,./data/train/131.txt,3,316,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Fairford Coach Action,319,./data/train/131.txt,3,317,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Age Concern's Age,84,./data/train/132.txt,3,82,False,1,100,False,False,100,False,False,True,False,False,False,False,True,False,False
Concern's Age Agenda,85,./data/train/132.txt,3,83,False,2,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Sport Tessa Jowell,15,./data/train/133.txt,3,13,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Tony Banks Labour,377,./data/train/134.txt,3,375,False,100,100,False,False,5,False,False,True,False,False,False,False,False,False,False
Egypt Mr Blair,48,./data/train/135.txt,3,46,False,100,2,False,False,100,True,False,False,False,False,False,False,False,False,False
Royal Fleet Auxiliary,539,./data/train/135.txt,3,537,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
HMS Chatham -,546,./data/train/135.txt,3,544,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Royal Fleet Auxiliary,557,./data/train/135.txt,3,555,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
BBC News Special,579,./data/train/135.txt,3,577,False,5,100,False,True,100,False,False,True,False,False,False,False,False,False,False
Human Rights Watch,74,./data/train/136.txt,3,72,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Human Rights Watch,159,./data/train/136.txt,3,157,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Mr Straw's China,454,./data/train/136.txt,3,452,False,2,0,True,False,100,True,False,False,False,False,False,False,False,False,False
North Korea EU,492,./data/train/136.txt,3,490,False,5,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Mary Kayitesi Blewitt,189,./data/train/140.txt,3,187,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
David Davis Oliver,119,./data/train/141.txt,3,117,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Davis Oliver Letwin,120,./data/train/141.txt,3,118,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
BBC Mr Howard,287,./data/train/141.txt,3,285,False,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Bar Council Guy,427,./data/train/141.txt,3,425,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Council Guy Mansfield,428,./data/train/141.txt,3,426,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Guy Mansfield QC,429,./data/train/141.txt,3,427,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Kenya Quentin Davies,29,./data/train/144.txt,3,27,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Nairobi Serena Hotel,102,./data/train/144.txt,3,100,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Commons International Development,177,./data/train/144.txt,3,175,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
International Development Committee,178,./data/train/144.txt,3,176,False,100,100,False,False,100,False,False,True,False,True,False,False,False,False,False
BBC's Paul Reynolds,139,./data/train/149.txt,3,137,False,100,0,False,True,100,True,False,True,False,False,False,True,False,False,False
Mr Blair Mr,183,./data/train/149.txt,3,181,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
Blair Mr Abbas,184,./data/train/149.txt,3,182,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Andrew Marr Mr,233,./data/train/149.txt,3,231,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Marr Mr Blair,234,./data/train/149.txt,3,232,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Earlier Mr Sharon,316,./data/train/149.txt,3,314,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Israel Mr Blair,358,./data/train/149.txt,3,356,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Iraq Mrs Hassan,23,./data/train/150.txt,3,21,False,100,2,False,False,100,True,True,False,False,False,False,False,False,False,False
Labour's Mr Livingstone,25,./data/train/154.txt,3,23,False,4,1,False,False,100,True,True,False,False,False,False,False,False,False,False
Dr Maleeha Lodhi,82,./data/train/155.txt,3,80,True,2,0,True,False,100,False,False,False,False,False,False,True,False,False,False
New Year Honours,26,./data/train/156.txt,3,24,False,4,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Year Honours Sir,27,./data/train/156.txt,3,25,False,5,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Honours Sir John,28,./data/train/156.txt,3,26,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Sir John Gieve,29,./data/train/156.txt,3,27,True,100,0,True,False,100,True,False,True,False,False,False,False,False,False,False
Child Support Agency,75,./data/train/156.txt,3,73,False,1,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Support Agency Doug,76,./data/train/156.txt,3,74,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Agency Doug Smith,77,./data/train/156.txt,3,75,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Nationality Department Meanwhile,194,./data/train/156.txt,3,192,False,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Sir Alan Budd,208,./data/train/156.txt,3,206,True,100,1,True,False,100,False,True,True,False,False,False,False,False,False,False
Child Support Agency,327,./data/train/156.txt,3,325,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
People's Fuel Lobby,225,./data/train/158.txt,3,223,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Ian MacDonald QC,29,./data/train/160.txt,3,27,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
- Nicholas Blake,274,./data/train/160.txt,3,272,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Nicholas Blake QC,275,./data/train/160.txt,3,273,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Blake QC Andrew,276,./data/train/160.txt,3,274,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
QC Andrew Nicol,277,./data/train/160.txt,3,275,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Andrew Nicol QC,278,./data/train/160.txt,3,276,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Nicol QC Manjit,279,./data/train/160.txt,3,277,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
QC Manjit Singh,280,./data/train/160.txt,3,278,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Manjit Singh Gill,281,./data/train/160.txt,3,279,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Singh Gill QC,282,./data/train/160.txt,3,280,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Gill QC Rick,283,./data/train/160.txt,3,281,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
QC Rick Scannell,284,./data/train/160.txt,3,282,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Special Immigration Appeals,313,./data/train/160.txt,3,311,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Turkey Mr Blair,126,./data/train/161.txt,3,124,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Rory O' Neill,210,./data/train/162.txt,3,208,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Lords Neil Kinnock,7,./data/train/163.txt,3,5,False,4,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Africa Mr McConnell,228,./data/train/164.txt,3,226,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Make Poverty History,244,./data/train/164.txt,3,242,False,3,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Koh Phi Phi,298,./data/train/164.txt,3,296,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
BBC Two's Newsnight,457,./data/train/165.txt,3,455,False,1,2,False,False,100,False,False,True,False,False,False,False,True,False,False
Two's Newsnight Leaked,458,./data/train/165.txt,3,456,False,2,1,False,False,100,False,False,True,False,False,False,False,False,False,False
BBC Radio Sheffield,69,./data/train/166.txt,3,67,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Sir Alan Budd,94,./data/train/166.txt,3,92,True,2,100,True,False,100,False,False,True,False,False,False,False,False,False,False
Alan Budd Mr,95,./data/train/166.txt,3,93,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Budd Mr Blunkett,96,./data/train/166.txt,3,94,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
BBC Radio Sheffield,149,./data/train/166.txt,3,147,False,1,1,False,False,100,False,False,False,False,False,False,False,True,False,False
BBC One's Breakfast,366,./data/train/166.txt,3,364,False,1,100,False,False,100,False,False,False,False,True,False,False,True,False,False
Environmental Audit Committee,43,./data/train/167.txt,3,41,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Environmental Audit Committee,181,./data/train/167.txt,3,179,False,100,100,False,False,3,False,False,True,False,False,False,False,False,False,False
Audit Committee Peter,182,./data/train/167.txt,3,180,False,100,100,False,False,4,False,False,True,False,False,False,False,False,False,False
Committee Peter Ainsworth,183,./data/train/167.txt,3,181,False,100,100,False,False,5,False,False,True,False,False,False,False,False,False,False
Treasury's Barker Review,270,./data/train/167.txt,3,268,False,5,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Middle Way Group,106,./data/train/169.txt,3,104,False,5,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Hunting Act Mr,150,./data/train/169.txt,3,148,False,4,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Act Mr Bradshaw,151,./data/train/169.txt,3,149,False,5,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Hereford County Hospital,25,./data/train/170.txt,3,23,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Powys Health Board,71,./data/train/170.txt,3,69,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Hereford Hospital Trust,87,./data/train/170.txt,3,85,False,4,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Powys Local Health,147,./data/train/170.txt,3,145,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Local Health Board,148,./data/train/170.txt,3,146,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Welsh Assembly Government,314,./data/train/170.txt,3,312,False,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
Powys Local Health,323,./data/train/170.txt,3,321,False,3,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Local Health Board,324,./data/train/170.txt,3,322,False,4,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Earlier David Rose,371,./data/train/170.txt,3,369,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Hereford Hospitals NHS,377,./data/train/170.txt,3,375,False,100,1,False,False,3,False,False,True,False,False,False,False,False,False,False
Hospitals NHS Trust,378,./data/train/170.txt,3,376,False,100,0,False,False,4,False,False,True,False,False,False,False,False,False,False
Powys Local Health,449,./data/train/170.txt,3,447,False,1,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Local Health Board,450,./data/train/170.txt,3,448,False,2,0,False,False,100,False,False,True,False,True,False,False,False,False,False
Big Lottery Fund,231,./data/train/171.txt,3,229,False,4,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Barlinnie Prison Napier,49,./data/train/173.txt,3,47,False,100,0,False,False,100,True,False,False,False,False,False,True,False,False,False
National Party Justice,335,./data/train/173.txt,3,333,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
SNP's Nicola Sturgeon,44,./data/train/174.txt,3,42,False,100,0,False,True,100,False,False,True,False,False,False,False,False,False,False
Sergeant Keith McDonald,674,./data/train/174.txt,3,672,False,2,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Ms Cooper Firstly,136,./data/train/176.txt,3,134,False,1,100,True,False,100,False,False,False,False,False,False,False,True,False,False
Traveller Law Reform,323,./data/train/176.txt,3,321,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Law Reform Coalition,324,./data/train/176.txt,3,322,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Meibion Glyndwr. Plaid,44,./data/train/177.txt,3,42,False,2,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Glyndwr. Plaid Cymru's,45,./data/train/177.txt,3,43,False,3,2,False,False,100,False,False,True,True,False,False,False,False,False,False
Plaid Cymru's Elfyn,46,./data/train/177.txt,3,44,False,4,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Cymru's Elfyn Llwyd,47,./data/train/177.txt,3,45,False,5,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Meibion Glyndwr -,106,./data/train/177.txt,3,104,False,4,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Sion Aubrey Roberts,180,./data/train/177.txt,3,178,True,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Merionnydd Nant Conwy,232,./data/train/177.txt,3,230,True,100,100,False,False,1,False,False,True,False,False,False,False,False,False,False
Plaid Cymru's Parliamentary,236,./data/train/177.txt,3,234,False,100,100,False,False,5,False,False,True,False,False,False,False,False,False,False
BBC Wales' Maniffesto,299,./data/train/177.txt,3,297,False,4,2,False,False,100,True,False,True,False,False,False,False,False,False,False
BBC News We've,165,./data/train/179.txt,3,163,False,1,0,False,False,100,False,False,False,False,False,False,False,True,False,False
Farmer <p>Geoff Brooks</p>,265,./data/train/179.txt,3,263,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Mental Capacity Bill,43,./data/train/180.txt,3,41,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Iain Duncan Smith,500,./data/train/180.txt,3,498,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
PM Tony Blair,7,./data/train/181.txt,3,5,False,1,0,False,False,100,False,False,False,False,False,False,False,True,False,False
Waverley Sports College,126,./data/train/181.txt,3,124,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Secondary Heads Association,383,./data/train/181.txt,3,381,False,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
Former Northern Ireland,7,./data/train/183.txt,3,5,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Sir Nicholas Scott,11,./data/train/183.txt,3,9,True,100,0,True,False,100,False,False,False,False,False,False,False,False,False,False
Ulster Sir Nicholas,114,./data/train/183.txt,3,112,False,5,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Philippe Sands QC,346,./data/train/184.txt,3,344,False,4,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Cherie Blair's Matrix,352,./data/train/184.txt,3,350,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Blair's Matrix Chambers,353,./data/train/184.txt,3,351,False,100,0,False,False,100,True,False,True,False,False,False,True,False,False,False
Baroness Morgan Former,429,./data/train/184.txt,3,427,False,100,100,False,False,100,False,True,False,False,False,False,False,False,False,False
Police Swansea's Muslim,37,./data/train/185.txt,3,35,False,3,1,False,False,100,False,False,True,False,False,False,False,False,False,False
St Andrews United,55,./data/train/185.txt,3,53,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Andrews United Reform,56,./data/train/185.txt,3,54,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
United Reform Church,57,./data/train/185.txt,3,55,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Swansea Bay Race,76,./data/train/185.txt,3,74,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Bay Race Equality,77,./data/train/185.txt,3,75,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Race Equality Council,78,./data/train/185.txt,3,76,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Nick Griffin -,183,./data/train/185.txt,3,181,False,4,100,False,False,100,True,True,False,False,False,False,False,False,False,False
Kalan Kawa Karim,246,./data/train/185.txt,3,244,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
St Helen's Road,337,./data/train/185.txt,3,335,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Labour's Mr Livingstone,25,./data/train/186.txt,3,23,False,4,1,False,False,100,True,True,False,False,False,False,False,False,False,False
Five's Wright Stuff,52,./data/train/186.txt,3,50,False,1,100,False,False,100,False,False,False,False,False,False,False,True,False,False
Gambling Bill Instead,50,./data/train/187.txt,3,48,False,100,1,False,False,100,True,False,False,False,False,False,False,False,False,False
London Clubs International,149,./data/train/187.txt,3,147,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Clubs International Rank,150,./data/train/187.txt,3,148,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
International Rank Group,151,./data/train/187.txt,3,149,False,100,100,False,False,100,False,True,True,False,False,False,False,False,False,False
George W Bush,182,./data/train/188.txt,3,180,True,2,1,False,False,1,False,False,True,False,False,False,False,False,False,False
Democrat John Kerry's,186,./data/train/189.txt,3,184,False,1,3,False,False,100,False,False,False,True,False,False,False,False,False,False
Martin Mubanga Richard,39,./data/train/192.txt,3,37,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Mubanga Richard Belmar,40,./data/train/192.txt,3,38,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Sir Menzies Campbell,202,./data/train/192.txt,3,200,True,100,0,True,False,100,False,False,False,False,False,False,True,False,False,False
Lawyer Louise Christian,277,./data/train/192.txt,3,275,False,2,100,False,False,100,False,True,False,False,False,False,False,False,False,False
Moazzam Begg's Labour,342,./data/train/192.txt,3,340,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
US Mr Godsiff,373,./data/train/192.txt,3,371,False,3,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Cuba Amnesty International,421,./data/train/192.txt,3,419,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Guantanamo Human Rights,443,./data/train/192.txt,3,441,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Australian Mamdouh Habib,532,./data/train/192.txt,3,530,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
