All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION
Cardiff Central Leeds,516,./markedupfiles/213.txt,3,514,False,100,100,4,100,False,False,False,100
Central Leeds North,517,./markedupfiles/213.txt,3,515,False,100,100,5,100,False,False,False,100
Leeds North West,518,./markedupfiles/213.txt,3,516,False,100,100,100,100,False,False,False,100
North West Cambridge,519,./markedupfiles/213.txt,3,517,False,100,100,100,100,False,False,False,100
West Cambridge Manchester,520,./markedupfiles/213.txt,3,518,False,100,100,100,100,False,False,False,100
Cambridge Manchester Gorton,521,./markedupfiles/213.txt,3,519,False,100,100,100,100,False,False,False,100
Manchester Gorton Sheffield,522,./markedupfiles/213.txt,3,520,False,100,100,100,100,False,False,False,100
Gorton Sheffield Central,523,./markedupfiles/213.txt,3,521,False,100,100,100,100,False,False,False,100
Sheffield Central Oxford,524,./markedupfiles/213.txt,3,522,False,100,100,100,100,False,False,False,100
Central Oxford East,525,./markedupfiles/213.txt,3,523,False,100,100,100,100,False,False,False,100
Oxford East Newcastle-upon-Tyne,526,./markedupfiles/213.txt,3,524,False,100,100,100,100,False,False,False,100
East Newcastle-upon-Tyne Central,527,./markedupfiles/213.txt,3,525,False,100,100,100,3,False,False,False,100
Newcastle-upon-Tyne Central Liverpool,528,./markedupfiles/213.txt,3,526,False,100,100,100,2,False,False,False,100
Central Liverpool Riverside,529,./markedupfiles/213.txt,3,527,False,100,100,100,1,False,False,False,100
Liverpool Riverside Holborn,530,./markedupfiles/213.txt,3,528,False,100,100,100,0,False,False,False,100
St Pancras Oldham,534,./markedupfiles/213.txt,3,532,False,100,100,1,1,False,False,False,100
Pancras Oldham East,535,./markedupfiles/213.txt,3,533,False,100,100,2,0,False,False,False,100
Saddleworth Manchester Withington,539,./markedupfiles/213.txt,3,537,False,100,100,1,2,False,False,False,100
Manchester Withington Islington,540,./markedupfiles/213.txt,3,538,False,100,100,2,1,False,False,False,100
Withington Islington South,541,./markedupfiles/213.txt,3,539,False,100,100,3,0,False,False,False,100
Finsbury Birmingham Yardley,545,./markedupfiles/213.txt,3,543,False,100,100,1,100,False,False,False,100
Birmingham Yardley Surrey,546,./markedupfiles/213.txt,3,544,False,100,100,2,100,False,False,False,100
Yardley Surrey South,547,./markedupfiles/213.txt,3,545,False,100,100,3,100,False,False,False,100
Surrey South West,548,./markedupfiles/213.txt,3,546,False,100,100,4,3,False,False,False,100
South West Taunton,549,./markedupfiles/213.txt,3,547,False,100,100,5,2,False,False,False,100
West Taunton Orpington,550,./markedupfiles/213.txt,3,548,False,100,100,100,1,False,False,False,100
Taunton Orpington Haltemprice,551,./markedupfiles/213.txt,3,549,False,100,100,100,0,False,False,False,100
Howden Eastbourne Isle,555,./markedupfiles/213.txt,3,553,False,100,100,1,0,False,False,False,100
Wight Dorset West,559,./markedupfiles/213.txt,3,557,False,100,100,1,100,False,False,False,100
Dorset West Bournemouth,560,./markedupfiles/213.txt,3,558,False,100,100,2,100,False,False,False,100
West Bournemouth East,561,./markedupfiles/213.txt,3,559,False,100,100,3,3,False,False,False,100
Bournemouth East Wells,562,./markedupfiles/213.txt,3,560,False,100,100,4,2,False,False,False,100
East Wells Canterbury,563,./markedupfiles/213.txt,3,561,False,100,100,5,1,False,False,False,100
Wells Canterbury Cities,564,./markedupfiles/213.txt,3,562,False,100,100,100,0,False,False,False,100
Westminster Bournemouth West,570,./markedupfiles/213.txt,3,568,False,100,100,1,1,False,False,False,100
Bournemouth West Westmorland,571,./markedupfiles/213.txt,3,569,False,100,100,2,0,False,False,False,100
Downing Street. A,26,./markedupfiles/207.txt,3,24,False,100,1,1,2,False,False,False,100
January. A British,66,./markedupfiles/207.txt,3,64,False,100,2,1,2,False,False,False,100
Liberals. Harold Wilson,92,./markedupfiles/207.txt,3,90,False,5,0,1,1,False,False,False,100
Michael Howard. But,132,./markedupfiles/207.txt,3,130,False,4,2,3,0,False,False,False,100
Alan Milburn Labour's,160,./markedupfiles/207.txt,3,158,False,2,0,1,1,False,True,False,100
"Working"". A Labour",201,./markedupfiles/207.txt,3,199,False,1,2,1,3,False,False,False,100
A Labour Party,202,./markedupfiles/207.txt,3,200,False,2,1,2,2,False,False,False,100
Germany. Shani Rhys,31,./markedupfiles/039.txt,3,29,False,100,1,1,1,False,False,False,100
Shani Rhys James,32,./markedupfiles/039.txt,3,30,True,100,0,2,0,False,False,False,100
Welsh Assembly Government.,49,./markedupfiles/039.txt,3,47,False,4,100,1,100,False,False,False,100
Assembly Government. Culture,50,./markedupfiles/039.txt,3,48,False,5,3,2,100,False,False,False,100
Government. Culture Minister,51,./markedupfiles/039.txt,3,49,False,100,2,3,3,False,False,False,100
Culture Minister Alun,52,./markedupfiles/039.txt,3,50,False,100,1,4,2,False,False,False,100
Minister Alun Pugh,53,./markedupfiles/039.txt,3,51,False,100,0,5,1,False,False,False,100
Hitler's Germany. But,69,./markedupfiles/039.txt,3,67,False,1,100,1,3,False,False,False,100
Germany. But Ms,70,./markedupfiles/039.txt,3,68,False,2,3,2,2,False,False,False,100
But Ms James,71,./markedupfiles/039.txt,3,69,False,3,2,3,1,False,False,False,100
Wales Tourist Board,121,./markedupfiles/039.txt,3,119,False,100,100,1,0,False,False,False,100
Welsh Development Agency,126,./markedupfiles/039.txt,3,124,False,100,0,1,1,False,False,False,100
The Arts Council,136,./markedupfiles/039.txt,3,134,False,5,2,4,0,False,False,False,100
But Ms James,153,./markedupfiles/039.txt,3,151,False,100,1,4,0,False,False,False,100
BBC Radio Wales,176,./markedupfiles/039.txt,3,174,False,1,100,5,3,False,False,False,100
"Radio Wales ""It's",177,./markedupfiles/039.txt,3,175,False,2,100,100,2,False,True,False,100
Good Morning Wales,243,./markedupfiles/039.txt,3,241,False,1,1,4,1,False,False,False,100
"Morning Wales ""Just",244,./markedupfiles/039.txt,3,242,False,2,0,5,0,False,False,False,100
How Green Was,427,./markedupfiles/039.txt,3,425,False,2,3,1,3,False,False,False,100
Green Was My,428,./markedupfiles/039.txt,3,426,False,3,2,2,2,False,False,False,100
"Was My Valley?""",429,./markedupfiles/039.txt,3,427,False,4,1,3,1,False,False,False,100
"My Valley?"" Responding",430,./markedupfiles/039.txt,3,428,False,5,0,4,0,False,False,False,100
Welsh Assembly Government,462,./markedupfiles/039.txt,3,460,False,100,0,1,0,False,False,False,100
The Liberal Democrats,161,./markedupfiles/011.txt,3,159,False,100,1,3,2,False,False,False,100
Charles Kennedy. On,175,./markedupfiles/011.txt,3,173,False,5,100,1,100,False,False,False,100
Kennedy. On Mrs,176,./markedupfiles/011.txt,3,174,False,100,100,2,100,False,False,False,100
On Mrs Howard's,177,./markedupfiles/011.txt,3,175,False,100,100,3,100,False,True,False,100
Conservative Party Conference,222,./markedupfiles/011.txt,3,220,False,100,100,1,0,False,False,False,100
Chancellor Gordon Brown's,7,./markedupfiles/005.txt,3,5,False,100,2,100,2,False,True,False,100
March. Ed Balls,23,./markedupfiles/005.txt,3,21,False,100,3,2,3,False,False,False,100
But Mr Balls,42,./markedupfiles/005.txt,3,40,False,100,100,3,1,False,False,False,100
Sir Digby Jones,64,./markedupfiles/005.txt,3,62,True,2,100,2,100,True,False,False,100
Digby Jones CBI,65,./markedupfiles/005.txt,3,63,False,3,100,1,100,False,False,False,100
England's Monetary Policy,188,./markedupfiles/005.txt,3,186,False,100,3,3,3,False,False,False,100
Mr Brown's Budget,265,./markedupfiles/005.txt,3,263,False,2,2,1,3,True,False,False,100
Sir Digby Jones,302,./markedupfiles/005.txt,3,300,True,100,2,4,100,True,False,False,100
"Foreign Secretary. ""I",442,./markedupfiles/005.txt,3,440,False,3,2,1,3,False,False,False,100
Today. Prime Minister,484,./markedupfiles/005.txt,3,482,False,4,100,5,100,False,False,False,100
Prime Minister Tony,485,./markedupfiles/005.txt,3,483,False,5,3,100,3,False,False,False,100
Minister Tony Blair,486,./markedupfiles/005.txt,3,484,False,1,2,100,2,False,False,False,100
Organised Crime Bill,175,./markedupfiles/401.txt,3,173,False,100,100,1,0,False,False,False,100
Bill. Mr Marrsaid,181,./markedupfiles/401.txt,3,179,False,100,100,3,0,False,False,False,100
Ex-PM Lord Callaghan,2,./markedupfiles/400.txt,3,0,False,100,100,100,100,False,False,False,100
Harold Wilson. Prime,69,./markedupfiles/400.txt,3,67,False,100,100,1,100,False,False,False,100
Wilson. Prime Minister,70,./markedupfiles/400.txt,3,68,False,100,100,2,3,False,False,False,100
Prime Minister Tony,71,./markedupfiles/400.txt,3,69,False,100,100,3,2,False,False,False,100
Minister Tony Blair,72,./markedupfiles/400.txt,3,70,False,100,100,4,1,False,False,False,100
Chancellor Gordon Brown,110,./markedupfiles/400.txt,3,108,False,100,0,2,1,False,False,False,100
Portsmouth Northern Secondary,340,./markedupfiles/400.txt,3,338,False,2,3,1,100,False,False,False,100
Northern Secondary School,341,./markedupfiles/400.txt,3,339,False,3,2,2,3,False,False,False,100
Secondary School Lord,342,./markedupfiles/400.txt,3,340,False,4,1,3,2,False,False,False,100
School Lord Callaghan,343,./markedupfiles/400.txt,3,341,False,5,0,4,1,False,False,False,100
Inland Revenue. He,351,./markedupfiles/400.txt,3,349,False,5,100,1,1,False,False,False,100
Dame Barbara Castle,444,./markedupfiles/400.txt,3,442,True,100,3,1,0,False,False,False,100
Idi Amin's Uganda,539,./markedupfiles/400.txt,3,537,False,1,2,1,0,False,False,False,100
Manchester The Labour,4,./markedupfiles/004.txt,3,2,False,1,1,100,1,False,False,False,100
The Labour Party,5,./markedupfiles/004.txt,3,3,False,2,0,100,0,False,False,False,100
National Executive Committee,32,./markedupfiles/004.txt,3,30,False,5,2,3,0,False,False,False,100
Colin Asplin Blackpool,159,./markedupfiles/004.txt,3,157,False,5,100,3,100,False,False,False,100
Asplin Blackpool Hotel,160,./markedupfiles/004.txt,3,158,False,100,3,4,3,False,False,False,100
Blackpool Hotel Association,161,./markedupfiles/004.txt,3,159,False,100,2,5,2,False,False,False,100
Scottish Parliament. The,24,./markedupfiles/010.txt,3,22,False,3,1,1,1,False,False,False,100
The Scottish Executive,94,./markedupfiles/010.txt,3,92,False,2,100,2,1,False,False,False,100
Conference Centre. The,140,./markedupfiles/010.txt,3,138,False,100,100,1,100,False,False,False,100
Scottish National Party,172,./markedupfiles/010.txt,3,170,False,100,3,1,0,False,False,False,100
Tweedbank. Anne Borthwick,52,./markedupfiles/038.txt,3,50,False,100,100,1,0,False,False,False,100
"Scottish Executive. ""We",134,./markedupfiles/038.txt,3,132,False,5,100,4,0,False,False,False,100
Scottish Borders. A,252,./markedupfiles/038.txt,3,250,False,100,100,4,1,False,False,False,100
Scottish Borders Council,264,./markedupfiles/038.txt,3,262,False,5,100,2,2,False,False,False,100
Borders Council Midlothian,265,./markedupfiles/038.txt,3,263,False,100,100,3,1,False,False,False,100
Council Midlothian Council,266,./markedupfiles/038.txt,3,264,False,100,100,4,0,False,False,False,100
Scottish Borders Enterprise,270,./markedupfiles/038.txt,3,268,False,100,0,1,1,False,False,False,100
West Coast Main,309,./markedupfiles/038.txt,3,307,False,100,3,1,1,False,False,False,100
Coast Main Line,310,./markedupfiles/038.txt,3,308,False,100,2,2,0,False,False,False,100
On Wednesday Tony,24,./markedupfiles/206.txt,3,22,False,2,1,2,2,False,False,False,100
Wednesday Tony Blair,25,./markedupfiles/206.txt,3,23,False,3,0,3,1,False,False,False,100
Tory Dominic Grieve,73,./markedupfiles/206.txt,3,71,False,5,100,1,1,False,False,False,100
"""scandalous"". Mr Blair",84,./markedupfiles/206.txt,3,82,False,2,0,1,100,False,False,False,100
Australian Lynton Crosby,33,./markedupfiles/212.txt,3,31,False,1,0,3,1,False,False,False,100
But Mr Crosby,55,./markedupfiles/212.txt,3,53,False,3,0,3,1,False,False,False,100
Australia's PM John,93,./markedupfiles/212.txt,3,91,False,100,1,5,100,False,False,False,100
PM John Howard,94,./markedupfiles/212.txt,3,92,False,100,0,100,100,False,False,False,100
October. Mr Crosby's,110,./markedupfiles/212.txt,3,108,False,100,100,4,100,False,True,False,100
"""The Conservative Party",115,./markedupfiles/212.txt,3,113,False,100,0,100,0,False,False,False,100
"""The Labour Party",138,./markedupfiles/212.txt,3,136,False,100,0,5,0,False,False,False,100
General Election. Save,20,./markedupfiles/238.txt,3,18,False,100,3,1,0,False,False,False,100
Armed Forces Minister,32,./markedupfiles/238.txt,3,30,False,100,100,1,2,False,False,False,100
Forces Minister Adam,33,./markedupfiles/238.txt,3,31,False,100,100,2,1,False,False,False,100
Minister Adam Ingram,34,./markedupfiles/238.txt,3,32,False,100,100,3,0,False,False,False,100
East Kilbride. The,38,./markedupfiles/238.txt,3,36,False,100,2,1,1,False,False,False,4
Aberdeen South Dumfriesshire,59,./markedupfiles/238.txt,3,57,False,100,100,1,2,False,False,False,100
South Dumfriesshire Dundee,60,./markedupfiles/238.txt,3,58,False,100,100,2,1,False,False,False,100
Dumfriesshire Dundee East,61,./markedupfiles/238.txt,3,59,False,100,100,3,0,False,False,False,100
West South West,65,./markedupfiles/238.txt,3,63,False,100,100,1,100,False,False,False,100
South West Edinburgh,66,./markedupfiles/238.txt,3,64,False,100,100,2,100,False,False,False,100
West Edinburgh Ochil,67,./markedupfiles/238.txt,3,65,False,100,100,3,3,False,False,False,100
Edinburgh Ochil Stirling,68,./markedupfiles/238.txt,3,66,False,100,100,4,2,False,False,False,100
Ochil Stirling East,69,./markedupfiles/238.txt,3,67,False,100,100,5,1,False,False,False,100
Stirling East Renfrewshire,70,./markedupfiles/238.txt,3,68,False,100,100,100,0,False,False,False,100
Western Isles. The,74,./markedupfiles/238.txt,3,72,False,100,100,1,2,False,False,False,100
Former Scots Guardsman,97,./markedupfiles/238.txt,3,95,False,4,2,3,2,False,False,False,100
Scots Guardsman Allan,98,./markedupfiles/238.txt,3,96,False,5,1,4,1,False,False,False,100
Guardsman Allan Hendry,99,./markedupfiles/238.txt,3,97,False,100,0,5,0,False,False,False,100
Mr Ingram. The,104,./markedupfiles/238.txt,3,102,False,1,1,2,2,True,False,False,100
Conservative MP Peter,154,./markedupfiles/238.txt,3,152,False,100,1,1,2,False,False,False,100
MP Peter Duncan,155,./markedupfiles/238.txt,3,153,False,100,0,2,1,False,False,False,100
"Scotland."" Scottish National",215,./markedupfiles/238.txt,3,213,False,5,100,3,100,False,False,False,100
Scottish National Party,216,./markedupfiles/238.txt,3,214,False,100,3,4,100,False,False,False,100
However Labour MP,266,./markedupfiles/238.txt,3,264,False,100,2,2,3,False,False,False,100
Labour MP George,267,./markedupfiles/238.txt,3,265,False,100,1,3,2,False,False,False,100
MP George Foulkes,268,./markedupfiles/238.txt,3,266,False,100,0,4,1,False,False,False,100
Defence Secretary Geoff,326,./markedupfiles/238.txt,3,324,False,100,1,2,100,False,False,False,100
Secretary Geoff Hoon,327,./markedupfiles/238.txt,3,325,False,100,0,3,3,False,False,False,100
The Scottish Executive,18,./markedupfiles/204.txt,3,16,False,2,0,2,0,False,False,False,100
Scottish Prison Service,26,./markedupfiles/204.txt,3,24,False,5,100,1,0,False,False,False,100
The National Correctional,37,./markedupfiles/204.txt,3,35,False,100,1,100,2,False,False,False,100
National Correctional Agency,38,./markedupfiles/204.txt,3,36,False,100,0,100,1,False,False,False,100
Justice Minister Cathy,172,./markedupfiles/204.txt,3,170,False,100,1,2,1,False,False,False,100
Minister Cathy Jamieson,173,./markedupfiles/204.txt,3,171,False,100,0,3,0,False,False,False,100
Instead Ms Jamieson,182,./markedupfiles/204.txt,3,180,False,3,0,2,0,False,False,False,100
Criminal Justice Plan,210,./markedupfiles/204.txt,3,208,False,5,3,1,0,False,False,False,100
Commercial Services Union,48,./markedupfiles/210.txt,3,46,False,100,0,1,0,False,False,False,100
Chancellor Gordon Brown's,63,./markedupfiles/210.txt,3,61,False,100,100,5,1,False,True,False,100
Cardiff Bangor Aberystwyth,117,./markedupfiles/210.txt,3,115,False,100,100,3,0,False,False,False,100
Wrexham. Gordon Brown,121,./markedupfiles/210.txt,3,119,False,100,100,1,1,False,False,False,100
The Welsh Assembly,477,./markedupfiles/210.txt,3,475,False,100,3,2,3,False,False,False,100
Welsh Assembly Government,478,./markedupfiles/210.txt,3,476,False,100,2,3,2,False,False,False,100
The National Audit,52,./markedupfiles/006.txt,3,50,False,100,1,4,2,False,False,False,100
National Audit Office,53,./markedupfiles/006.txt,3,51,False,100,0,5,1,False,False,False,100
Greenwich London. The,109,./markedupfiles/006.txt,3,107,False,5,1,1,3,False,False,False,100
London. The NAO,110,./markedupfiles/006.txt,3,108,False,100,0,2,2,False,False,False,100
Dome. Deputy Prime,134,./markedupfiles/006.txt,3,132,False,2,3,1,100,False,False,False,100
Deputy Prime Minister,135,./markedupfiles/006.txt,3,133,False,3,2,2,3,False,False,False,100
Prime Minister John,136,./markedupfiles/006.txt,3,134,False,4,1,3,2,False,False,False,1
Minister John Prescott,137,./markedupfiles/006.txt,3,135,False,5,0,4,1,False,False,False,2
But Edward Leigh,174,./markedupfiles/006.txt,3,172,False,100,1,2,0,False,False,False,100
Sir John Bourn,318,./markedupfiles/006.txt,3,316,True,1,100,100,100,True,False,False,100
Prime Minister's Questions,110,./markedupfiles/012.txt,3,108,False,2,100,1,0,False,False,False,100
Guildford Four Gerry,123,./markedupfiles/012.txt,3,121,False,100,3,2,2,False,False,False,100
Four Gerry Conlon,124,./markedupfiles/012.txt,3,122,False,100,2,3,1,False,False,False,100
Gerry Conlon -,125,./markedupfiles/012.txt,3,123,False,100,1,4,0,False,False,False,100
Gerry Conlon. Mr,278,./markedupfiles/012.txt,3,276,False,1,3,1,3,False,False,False,100
Conlon. Mr Conlon's,279,./markedupfiles/012.txt,3,277,False,2,2,2,2,False,True,False,100
Maguire Seven. Mr,410,./markedupfiles/012.txt,3,408,False,100,2,4,2,False,False,False,100
Seven. Mr Conlon's,411,./markedupfiles/012.txt,3,409,False,100,1,5,1,False,True,False,100
In The Name,421,./markedupfiles/012.txt,3,419,False,100,100,3,100,False,False,False,100
The Name Of,422,./markedupfiles/012.txt,3,420,False,100,100,4,100,False,False,False,100
Name Of The,423,./markedupfiles/012.txt,3,421,False,100,100,5,100,False,False,False,100
Of The Father,424,./markedupfiles/012.txt,3,422,False,1,100,100,100,False,False,False,100
Daniel Day-Lewis. Brown's,428,./markedupfiles/012.txt,3,426,True,5,100,100,100,False,True,False,100
"BBC News ""Gordon",207,./markedupfiles/402.txt,3,205,False,1,1,5,1,False,False,False,100
"News ""Gordon Brown",208,./markedupfiles/402.txt,3,206,False,2,0,100,0,False,False,False,100
Neither Downing Street,265,./markedupfiles/402.txt,3,263,False,100,100,2,0,False,False,False,100
Foreign Secretary Jack,52,./markedupfiles/403.txt,3,50,False,2,2,1,100,False,False,False,100
Secretary Jack Straw,53,./markedupfiles/403.txt,3,51,False,3,1,2,3,False,False,False,100
Gordon Brown's Budget,259,./markedupfiles/403.txt,3,257,False,1,100,1,1,False,False,False,100
Tuesday Michael Howard,264,./markedupfiles/403.txt,3,262,False,100,100,1,1,False,False,False,100
The Lib Dems,282,./markedupfiles/403.txt,3,280,False,100,3,3,0,False,False,False,100
Tory Neil Hamilton,451,./markedupfiles/403.txt,3,449,False,5,3,1,0,False,False,False,100
'No More Mr,63,./markedupfiles/013.txt,3,61,False,100,100,4,100,False,False,False,100
More Mr Nasty'.,64,./markedupfiles/013.txt,3,62,False,100,100,5,100,False,False,False,100
Mr Nasty'. TV,65,./markedupfiles/013.txt,3,63,False,100,3,100,100,True,False,False,100
The Weakest Link,262,./markedupfiles/013.txt,3,260,False,100,0,2,2,False,False,False,100
Former Downing Street,414,./markedupfiles/013.txt,3,412,False,100,100,5,100,False,False,False,100
Mr Howard. He,434,./markedupfiles/013.txt,3,432,False,1,0,2,3,True,False,False,100
Iraq. The Tory,463,./markedupfiles/013.txt,3,461,False,100,100,3,2,False,False,False,100
- Michael Howard,551,./markedupfiles/013.txt,3,549,False,5,100,2,100,False,False,False,100
Michael Howard No,552,./markedupfiles/013.txt,3,550,False,100,3,3,3,False,False,False,100
Howard No More,553,./markedupfiles/013.txt,3,551,False,100,2,4,2,False,False,False,100
No More Mr,554,./markedupfiles/013.txt,3,552,False,100,1,5,1,False,False,False,100
More Mr Nasty,555,./markedupfiles/013.txt,3,553,False,100,0,100,0,False,False,False,100
Blair's Tory 'lies',4,./markedupfiles/007.txt,3,2,False,100,2,100,3,False,True,False,100
Tory 'lies' Tony,5,./markedupfiles/007.txt,3,3,False,100,1,100,2,False,False,False,100
'lies' Tony Blair,6,./markedupfiles/007.txt,3,4,False,100,0,100,1,False,False,False,100
"BBC Radio ""If",52,./markedupfiles/007.txt,3,50,False,1,3,100,0,False,False,False,100
Sunday Mr Blair,152,./markedupfiles/007.txt,3,150,False,100,2,1,2,False,False,False,100
"Downing Street."" He",173,./markedupfiles/007.txt,3,171,False,100,100,2,1,False,False,False,100
BBC News. The,314,./markedupfiles/007.txt,3,312,False,1,100,2,100,False,False,False,100
News. The Tory,315,./markedupfiles/007.txt,3,313,False,2,100,3,100,False,False,False,100
Tory Treasurer Lord,358,./markedupfiles/007.txt,3,356,False,2,3,2,1,False,False,False,100
Treasurer Lord Ashcroft,359,./markedupfiles/007.txt,3,357,False,3,2,3,0,False,False,False,100
Lord Ashcroft. Meanwhile,398,./markedupfiles/007.txt,3,396,False,1,100,1,100,True,False,False,100
Ashcroft. Meanwhile Lib,399,./markedupfiles/007.txt,3,397,False,2,100,2,100,False,False,False,100
Meanwhile Lib Dem,400,./markedupfiles/007.txt,3,398,False,3,3,3,3,False,False,False,100
Monday. Mr Kennedy,420,./markedupfiles/007.txt,3,418,False,2,0,1,0,False,False,False,100
Manchester Liverpool Leicester,434,./markedupfiles/007.txt,3,432,False,100,100,2,100,False,False,False,100
Liverpool Leicester Somerset,435,./markedupfiles/007.txt,3,433,False,100,100,3,3,False,False,False,100
Leicester Somerset Basingstoke,436,./markedupfiles/007.txt,3,434,False,100,100,4,2,False,False,False,100
Somerset Basingstoke Shrewsbury,437,./markedupfiles/007.txt,3,435,False,100,100,5,1,False,False,False,100
Basingstoke Shrewsbury Dorset,438,./markedupfiles/007.txt,3,436,False,100,100,100,0,False,False,False,100
"Liberal Democrats. ""In",460,./markedupfiles/007.txt,3,458,False,5,100,1,1,False,False,False,100
South West -,471,./markedupfiles/007.txt,3,469,False,100,100,1,0,False,False,False,100
"Wales."" The Lib",493,./markedupfiles/007.txt,3,491,False,100,100,1,100,False,False,False,100
The Lib Dems,494,./markedupfiles/007.txt,3,492,False,100,100,2,3,False,False,False,100
Lord Chancellor Lord,57,./markedupfiles/211.txt,3,55,False,3,1,1,1,True,False,False,100
Chancellor Lord Falconer,58,./markedupfiles/211.txt,3,56,False,4,0,2,0,False,False,False,100
Dr David Kelly,79,./markedupfiles/211.txt,3,77,False,100,100,1,2,True,False,False,100
Lord Chief Justice,108,./markedupfiles/211.txt,3,106,False,1,100,1,0,True,False,False,100
"""As Lord Woolf",476,./markedupfiles/211.txt,3,474,False,100,3,2,2,False,False,False,100
Archbishop Desmond Tutu,6,./markedupfiles/205.txt,3,4,False,100,0,100,0,False,False,False,100
The South African,51,./markedupfiles/205.txt,3,49,False,4,1,4,100,False,False,False,100
Cuba Archbishop Tutu,83,./markedupfiles/205.txt,3,81,False,4,0,1,100,False,False,False,100
"BBC News ""It",87,./markedupfiles/205.txt,3,85,False,1,0,5,0,False,False,False,3
Martin Mubanga Richard,135,./markedupfiles/205.txt,3,133,False,100,100,1,1,False,False,False,100
Mubanga Richard Belmar,136,./markedupfiles/205.txt,3,134,False,100,100,2,0,False,False,False,100
On Tuesday Foreign,157,./markedupfiles/205.txt,3,155,False,100,3,4,100,False,False,False,100
Tuesday Foreign Secretary,158,./markedupfiles/205.txt,3,156,False,100,2,5,3,False,False,False,100
Foreign Secretary Jack,159,./markedupfiles/205.txt,3,157,False,100,1,100,2,False,False,False,100
Secretary Jack Straw,160,./markedupfiles/205.txt,3,158,False,100,0,100,1,False,False,False,100
United States. It,254,./markedupfiles/205.txt,3,252,False,4,0,1,0,False,False,False,100
Following Mr Straw's,262,./markedupfiles/205.txt,3,260,False,5,100,3,100,False,True,False,100
"Britain."" Shami Chakrabarti",341,./markedupfiles/205.txt,3,339,False,4,100,1,1,False,False,False,100
CSOs The Police,7,./markedupfiles/239.txt,3,5,False,100,1,1,1,False,False,False,100
The Police Federation,8,./markedupfiles/239.txt,3,6,False,100,0,2,0,False,False,False,100
Community Support Officers,17,./markedupfiles/239.txt,3,15,False,5,3,4,1,False,False,False,100
But Home Office,184,./markedupfiles/239.txt,3,182,False,4,100,2,100,False,False,False,100
The Home Office,246,./markedupfiles/239.txt,3,244,False,100,0,2,0,False,False,False,100
"""encouraging"". Ms Blears",260,./markedupfiles/239.txt,3,258,False,100,0,1,1,False,False,False,100
The Serious Organised,392,./markedupfiles/239.txt,3,390,False,100,100,2,1,False,False,False,100
Serious Organised Crime,393,./markedupfiles/239.txt,3,391,False,100,100,3,0,False,False,False,100
Home Secretary Charles,28,./markedupfiles/220.txt,3,26,False,3,1,2,1,False,False,False,100
Secretary Charles Clarke,29,./markedupfiles/220.txt,3,27,False,4,0,3,0,False,False,False,100
Tories. Mr Clarke,52,./markedupfiles/220.txt,3,50,False,100,1,1,0,False,False,False,100
The Lib Dems,72,./markedupfiles/220.txt,3,70,False,100,0,4,1,False,False,False,100
Tory Liam Fox,83,./markedupfiles/220.txt,3,81,True,100,0,1,1,False,False,False,100
The Conservative Party,96,./markedupfiles/220.txt,3,94,False,100,1,2,2,False,False,False,100
Conservative Party Co-Chairman,97,./markedupfiles/220.txt,3,95,False,100,0,3,1,False,False,False,100
BBC One's Breakfast,168,./markedupfiles/220.txt,3,166,False,100,3,1,0,False,False,False,100
South Africa Australia,440,./markedupfiles/220.txt,3,438,False,100,100,1,1,False,False,False,100
Africa Australia Jamaica,441,./markedupfiles/220.txt,3,439,False,100,100,2,0,False,False,False,100
The Refugee Council,454,./markedupfiles/220.txt,3,452,False,100,0,2,100,False,False,False,100
David Blunkett. The,29,./markedupfiles/234.txt,3,27,False,100,100,1,2,False,False,False,100
Ian Huntley. Opposition,200,./markedupfiles/234.txt,3,198,False,100,100,3,3,False,False,False,100
Mr Davis. Earlier,272,./markedupfiles/234.txt,3,270,False,1,100,4,100,True,False,False,100
Davis. Earlier Lib,273,./markedupfiles/234.txt,3,271,False,2,100,5,100,False,False,False,100
Earlier Lib Dem,274,./markedupfiles/234.txt,3,272,False,3,100,100,100,False,False,False,100
MPs Mr Blunkett,335,./markedupfiles/234.txt,3,333,False,1,0,1,0,False,False,False,100
Community Support Officers,445,./markedupfiles/234.txt,3,443,False,2,100,3,1,False,False,False,100
Indonesia Downing Street,25,./markedupfiles/208.txt,3,23,False,100,3,1,100,False,False,False,100
Battalion Royal Gurkha,37,./markedupfiles/208.txt,3,35,False,100,100,2,2,False,False,False,100
Royal Gurkha Rifles,38,./markedupfiles/208.txt,3,36,False,100,100,3,1,False,False,False,100
British Army Gurkhas,134,./markedupfiles/208.txt,3,132,False,100,100,4,0,False,False,False,100
Battalion Royal Gurkha,139,./markedupfiles/208.txt,3,137,False,100,100,2,100,False,False,False,100
Royal Gurkha Rifles,140,./markedupfiles/208.txt,3,138,False,100,100,3,3,False,False,False,100
"Indian Ocean."" Indonesia",168,./markedupfiles/208.txt,3,166,False,100,0,5,0,False,False,False,100
International Development Minister,190,./markedupfiles/208.txt,3,188,False,100,2,2,3,False,False,False,100
Development Minister Gareth,191,./markedupfiles/208.txt,3,189,False,100,1,3,2,False,False,False,100
Minister Gareth Thomas,192,./markedupfiles/208.txt,3,190,False,100,0,4,1,False,False,False,100
