All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps
Great Ormond,14,./markedupfiles/057.txt,2,13,False,2,100,2,3,False,False,False,100,False,False,True
Ormond Street,15,./markedupfiles/057.txt,2,14,False,3,100,3,2,False,False,False,100,False,False,True
Street Hospital,16,./markedupfiles/057.txt,2,15,False,4,100,4,1,False,False,False,100,False,False,True
Al Aynsley-Green,22,./markedupfiles/057.txt,2,21,True,100,0,3,0,False,False,False,100,False,False,False
Prof Aynsley-Green,60,./markedupfiles/057.txt,2,59,False,100,0,2,0,False,False,False,100,False,False,False
Education Secretary,145,./markedupfiles/057.txt,2,144,False,4,2,2,100,False,False,False,100,False,False,False
Secretary Ruth,146,./markedupfiles/057.txt,2,145,False,5,1,3,100,False,False,False,100,False,False,True
Ruth Kelly,147,./markedupfiles/057.txt,2,146,True,100,0,4,100,False,False,False,1,False,False,True
Prof Aynsley-Green,150,./markedupfiles/057.txt,2,149,False,1,0,100,2,False,False,False,4,False,False,False
Prof Aynsley-Green,161,./markedupfiles/057.txt,2,160,False,100,0,3,0,False,False,False,100,False,False,False
Oxford University,167,./markedupfiles/057.txt,2,166,False,4,100,1,1,False,False,False,100,True,False,False
Guys Hospital,171,./markedupfiles/057.txt,2,170,False,100,100,5,3,False,False,False,100,True,False,True
Hospital Medical,172,./markedupfiles/057.txt,2,171,False,100,100,2,2,False,False,False,100,True,False,True
Medical School,173,./markedupfiles/057.txt,2,172,False,100,100,3,1,False,False,False,100,True,False,True
School University,174,./markedupfiles/057.txt,2,173,False,100,100,4,0,False,False,False,100,True,False,True
London; Oriel,177,./markedupfiles/057.txt,2,176,False,100,100,1,2,False,False,False,100,False,False,True
Oriel College,178,./markedupfiles/057.txt,2,177,False,100,100,2,1,False,False,False,100,False,False,True
College Oxford;,179,./markedupfiles/057.txt,2,178,False,100,100,3,0,False,False,False,100,False,False,True
Scotland Wales,193,./markedupfiles/057.txt,2,192,False,100,100,2,0,False,False,False,100,False,False,False
Northern Ireland,196,./markedupfiles/057.txt,2,195,False,100,1,1,1,False,False,False,100,False,False,False
National Audit,31,./markedupfiles/080.txt,2,30,False,3,100,1,3,False,False,False,100,True,False,True
Audit Office,32,./markedupfiles/080.txt,2,31,False,4,100,2,2,False,False,False,100,True,False,True
Auditor General,127,./markedupfiles/080.txt,2,126,False,3,100,3,100,False,False,False,100,False,False,False
General Sir,128,./markedupfiles/080.txt,2,127,False,4,100,4,100,False,False,False,100,False,False,True
Sir John,129,./markedupfiles/080.txt,2,128,False,5,100,5,100,True,False,False,1,False,False,True
John Bourn,130,./markedupfiles/080.txt,2,129,False,100,100,100,3,False,False,False,2,False,False,False
Sir John,172,./markedupfiles/080.txt,2,171,True,100,0,2,3,True,False,False,100,True,False,False
Prime Minister,293,./markedupfiles/080.txt,2,292,False,4,2,2,3,False,False,False,100,False,False,False
Minister Tony,294,./markedupfiles/080.txt,2,293,False,5,1,3,2,False,False,False,100,False,False,True
Tony Blair,295,./markedupfiles/080.txt,2,294,True,100,0,4,1,False,False,False,1,False,False,True
Get Ons,361,./markedupfiles/080.txt,2,360,False,3,1,3,2,False,False,False,100,False,False,False
Ivan Lewis,384,./markedupfiles/080.txt,2,383,True,100,2,4,2,False,False,False,100,False,False,False
Shadow Education,412,./markedupfiles/080.txt,2,411,False,100,100,3,100,False,False,False,100,False,False,True
Education Secretary,413,./markedupfiles/080.txt,2,412,False,100,100,4,100,False,False,False,100,False,False,True
Secretary Tim,414,./markedupfiles/080.txt,2,413,False,100,3,5,3,False,False,False,100,False,False,True
Tim Collins,415,./markedupfiles/080.txt,2,414,True,100,2,100,2,False,False,False,1,False,False,True
Liberal Democrat,472,./markedupfiles/080.txt,2,471,False,3,100,2,100,False,False,False,100,False,False,False
Phil Willis,476,./markedupfiles/080.txt,2,475,True,100,100,100,2,False,False,False,100,False,False,False
Jack McConnell,28,./markedupfiles/094.txt,2,27,True,5,0,2,0,False,False,False,100,True,False,False
Scottish Executive,68,./markedupfiles/094.txt,2,67,False,4,0,1,0,False,False,False,100,False,False,False
Mr McConnell,72,./markedupfiles/094.txt,2,71,True,2,0,2,0,True,False,False,100,False,False,False
Glenurquhart High,101,./markedupfiles/094.txt,2,100,False,5,100,1,1,False,False,False,100,True,False,True
High School,102,./markedupfiles/094.txt,2,101,False,100,100,2,0,False,False,False,100,True,False,True
Mr McConnell,126,./markedupfiles/094.txt,2,125,True,3,100,3,2,True,False,False,100,False,False,False
McConnell Margaret,127,./markedupfiles/094.txt,2,126,False,4,100,4,1,False,False,False,100,False,False,True
Margaret Davidson,128,./markedupfiles/094.txt,2,127,True,5,100,5,0,False,False,False,100,False,False,True
Loch Ness,135,./markedupfiles/094.txt,2,134,False,100,1,5,2,False,False,False,100,False,False,True
Ness West,136,./markedupfiles/094.txt,2,135,False,100,0,2,1,False,False,False,100,False,False,True
Mr McConnell,165,./markedupfiles/094.txt,2,164,True,100,3,100,0,True,False,False,100,False,False,False
Mr McConnell,251,./markedupfiles/094.txt,2,250,True,100,0,2,1,True,False,False,100,False,False,False
SNP Holyrood,398,./markedupfiles/094.txt,2,397,False,3,100,2,100,False,False,False,100,False,False,False
Nicola Sturgeon,401,./markedupfiles/094.txt,2,400,True,100,2,5,2,False,False,False,100,False,False,False
Jack McConnell,410,./markedupfiles/094.txt,2,409,True,5,2,1,1,False,False,False,100,False,False,False
First Minister,433,./markedupfiles/094.txt,2,432,False,100,0,1,0,False,False,False,100,False,False,False
Mr McConnell,455,./markedupfiles/094.txt,2,454,True,100,0,4,0,True,False,False,100,False,False,False
Lib Dems,43,./markedupfiles/269.txt,2,42,False,100,0,5,0,False,False,False,100,False,False,False
Tony Blair,53,./markedupfiles/269.txt,2,52,True,2,100,3,0,False,False,False,100,False,False,False
Michael Howard,62,./markedupfiles/269.txt,2,61,True,2,100,1,1,False,False,False,100,True,False,False
Charles Kennedy,71,./markedupfiles/269.txt,2,70,True,100,100,3,0,False,False,False,100,True,False,True
Ofsted Nearly,82,./markedupfiles/269.txt,2,81,False,100,100,3,1,False,False,False,100,False,False,False
Lib Dems,123,./markedupfiles/269.txt,2,122,False,100,100,1,1,False,False,False,100,False,False,False
British Many,153,./markedupfiles/269.txt,2,152,False,100,100,1,0,False,False,False,100,False,False,False
English Scottish,163,./markedupfiles/269.txt,2,162,False,100,100,1,0,False,False,False,100,True,False,False
BBC Scotland,25,./markedupfiles/241.txt,2,24,False,100,0,3,0,False,False,False,100,True,False,False
Scottish Finance,86,./markedupfiles/241.txt,2,85,False,4,100,3,100,False,False,False,100,False,False,True
Finance Minister,87,./markedupfiles/241.txt,2,86,False,5,100,4,100,False,False,False,100,False,False,True
Minister Tom,88,./markedupfiles/241.txt,2,87,False,100,100,5,100,False,False,False,100,False,False,True
Tom McCabe,89,./markedupfiles/241.txt,2,88,False,100,100,100,100,False,False,False,100,False,False,True
McCabe MSP,90,./markedupfiles/241.txt,2,89,False,100,100,100,3,False,False,False,100,False,False,False
Scotland Thats,109,./markedupfiles/241.txt,2,108,False,4,100,1,0,False,False,False,100,True,False,False
Mr McCabe,146,./markedupfiles/241.txt,2,145,True,3,0,3,0,True,False,False,100,False,False,False
BBC Radio,166,./markedupfiles/241.txt,2,165,False,1,2,5,100,False,False,False,100,True,False,True
Radio Scotlands,167,./markedupfiles/241.txt,2,166,False,2,1,100,100,False,False,False,100,False,False,True
Scotlands Sunday,168,./markedupfiles/241.txt,2,167,False,3,0,100,3,False,False,False,100,False,False,True
Sunday Live,169,./markedupfiles/241.txt,2,168,False,4,100,100,2,False,False,False,100,False,False,True
BBC Scotland,229,./markedupfiles/241.txt,2,228,False,100,100,2,0,False,False,False,100,False,False,False
Mr McCabe,249,./markedupfiles/241.txt,2,248,True,2,0,3,0,True,False,False,100,False,False,False
Scottish Executive,331,./markedupfiles/241.txt,2,330,False,100,100,1,0,False,False,False,100,False,False,False
Brian Monteith,354,./markedupfiles/241.txt,2,353,False,2,100,4,3,False,False,False,100,False,False,True
Monteith MSP,355,./markedupfiles/241.txt,2,354,False,3,3,5,2,False,False,False,100,False,False,False
Linda Knox,444,./markedupfiles/241.txt,2,443,True,2,100,2,1,False,False,False,100,False,False,True
Knox Director,445,./markedupfiles/241.txt,2,444,False,3,100,3,0,False,False,False,100,False,False,False
Scottish Local,449,./markedupfiles/241.txt,2,448,False,100,100,1,3,False,False,False,3,False,False,True
Local Authority,450,./markedupfiles/241.txt,2,449,False,100,100,2,2,False,False,False,4,False,False,True
Authority Management,451,./markedupfiles/241.txt,2,450,False,100,100,3,1,False,False,False,5,False,False,True
Management Centre,452,./markedupfiles/241.txt,2,451,False,100,100,4,0,False,False,False,100,False,False,True
Strathclyde University,455,./markedupfiles/241.txt,2,454,False,100,100,1,2,False,False,False,100,True,False,False
Linda Knox,517,./markedupfiles/241.txt,2,516,True,2,0,1,1,False,False,False,100,False,False,False
Gordon Brown,7,./markedupfiles/255.txt,2,6,True,100,0,3,0,False,False,False,100,True,False,False
Mr Blair,18,./markedupfiles/255.txt,2,17,True,1,0,3,2,True,False,False,100,False,False,False
Mr Blair,69,./markedupfiles/255.txt,2,68,True,4,3,2,2,True,False,False,100,False,False,False
Gordon Brown,85,./markedupfiles/255.txt,2,84,True,3,100,1,0,False,False,False,100,False,False,False
Browns Britain,95,./markedupfiles/255.txt,2,94,False,4,100,3,0,False,False,False,100,True,False,False
Sunday Telegraph,98,./markedupfiles/255.txt,2,97,False,100,100,1,100,False,False,False,100,False,False,False
Robert Peston,101,./markedupfiles/255.txt,2,100,True,100,2,4,100,False,False,False,100,False,False,False
Peston Mr,102,./markedupfiles/255.txt,2,101,False,100,1,5,3,False,False,False,100,False,False,True
Mr Blair,103,./markedupfiles/255.txt,2,102,True,100,0,100,2,True,False,False,100,False,False,True
Mr Brown,114,./markedupfiles/255.txt,2,113,True,3,100,1,0,True,False,False,100,False,False,False
BBC Ones,127,./markedupfiles/255.txt,2,126,False,100,100,1,1,False,False,False,100,False,False,True
Ones Breakfast,128,./markedupfiles/255.txt,2,127,False,100,100,2,0,False,False,False,100,False,False,True
Frost Mr,131,./markedupfiles/255.txt,2,130,False,100,3,5,100,False,False,False,100,False,False,True
Mr Blair,132,./markedupfiles/255.txt,2,131,True,100,2,2,3,True,False,False,100,False,False,True
Andrew Marr,179,./markedupfiles/255.txt,2,178,True,100,100,4,100,False,False,False,100,False,False,False
Marr Mr,180,./markedupfiles/255.txt,2,179,False,100,100,5,3,False,False,False,100,False,False,True
Mr Brown,181,./markedupfiles/255.txt,2,180,True,100,100,100,2,True,False,False,100,False,False,True
Tony Blair,250,./markedupfiles/255.txt,2,249,True,1,100,1,0,False,False,False,100,False,False,False
Mr Brown,288,./markedupfiles/255.txt,2,287,True,100,1,2,2,True,False,False,100,False,False,False
Mr Peston,319,./markedupfiles/255.txt,2,318,True,3,0,3,1,True,False,False,100,False,False,True
Mr Blair,334,./markedupfiles/255.txt,2,333,True,100,0,1,0,True,False,False,100,False,False,False
Andrew Marr,387,./markedupfiles/255.txt,2,386,True,3,2,2,2,False,False,False,100,False,False,False
Gordon Brown,394,./markedupfiles/255.txt,2,393,True,3,0,3,1,False,False,False,100,False,False,False
Tony Blair,401,./markedupfiles/255.txt,2,400,True,5,1,3,2,False,False,False,100,False,False,False
Tony Blair,423,./markedupfiles/255.txt,2,422,True,100,0,3,0,False,False,False,100,False,False,False
Gordon Brown,429,./markedupfiles/255.txt,2,428,False,2,100,2,0,False,False,False,100,False,False,False
Senior MPs,450,./markedupfiles/255.txt,2,449,False,100,2,2,0,False,False,False,100,False,False,False
Monday Health,471,./markedupfiles/255.txt,2,470,False,100,3,1,100,False,False,False,100,True,False,True
Health Secretary,472,./markedupfiles/255.txt,2,471,False,100,2,2,3,False,False,False,100,True,False,True
Secretary John,473,./markedupfiles/255.txt,2,472,False,100,1,3,2,False,False,False,100,True,False,True
John Reid,474,./markedupfiles/255.txt,2,473,True,100,0,4,1,False,False,False,1,True,False,True
Mr Blair,499,./markedupfiles/255.txt,2,498,True,100,3,4,0,True,False,False,100,True,False,False
Mr Browns,502,./markedupfiles/255.txt,2,501,True,100,0,1,2,True,False,False,100,False,False,False
Mr Blairs,515,./markedupfiles/255.txt,2,514,True,3,1,1,1,True,False,False,100,False,False,False
Mr Brown,533,./markedupfiles/255.txt,2,532,True,100,3,1,0,True,False,False,100,True,False,False
Marshall Plan,545,./markedupfiles/255.txt,2,544,False,100,3,2,0,False,False,False,100,True,False,False
Michael Howard,587,./markedupfiles/255.txt,2,586,True,100,100,4,1,False,False,False,100,False,False,False
Mr Brown,594,./markedupfiles/255.txt,2,593,True,100,100,1,100,True,False,False,100,False,False,False
Liberal Democrat,599,./markedupfiles/255.txt,2,598,False,100,100,100,100,False,False,False,100,False,False,False
Matthew Taylor,603,./markedupfiles/255.txt,2,602,True,100,0,100,1,False,False,False,100,False,False,False
Mr Blair,610,./markedupfiles/255.txt,2,609,True,5,3,1,0,True,False,False,100,False,False,False
Mr Brown,613,./markedupfiles/255.txt,2,612,True,100,0,1,0,True,False,False,100,False,False,False
Tony Blair,6,./markedupfiles/282.txt,2,5,True,100,0,100,0,False,False,False,100,False,False,False
Labour Party,28,./markedupfiles/282.txt,2,27,False,2,100,1,1,False,False,False,100,True,False,False
Michael Howard,41,./markedupfiles/282.txt,2,40,True,100,0,100,0,False,False,False,100,False,False,False
Saturday Tory,60,./markedupfiles/282.txt,2,59,False,100,100,4,100,False,False,False,100,True,False,True
David Davis,65,./markedupfiles/282.txt,2,64,True,100,0,100,1,False,False,False,100,False,False,False
Mr Blair,85,./markedupfiles/282.txt,2,84,True,100,100,2,1,True,False,False,100,False,False,False
Mr Blair,117,./markedupfiles/282.txt,2,116,True,4,100,3,100,True,False,False,100,False,False,False
Mr Blair,200,./markedupfiles/282.txt,2,199,True,100,100,3,2,True,False,False,100,False,False,False
New Labour,213,./markedupfiles/282.txt,2,212,False,100,0,2,0,False,False,False,100,False,False,False
Mr Blair,222,./markedupfiles/282.txt,2,221,True,5,0,2,1,True,False,False,100,False,False,False
David Davis,279,./markedupfiles/282.txt,2,278,True,4,0,4,1,False,False,False,100,False,False,False
Mr Davis,338,./markedupfiles/282.txt,2,337,True,100,0,2,2,True,False,False,100,True,False,False
Gordon Brown,384,./markedupfiles/282.txt,2,383,True,100,0,2,0,False,False,False,100,True,False,False
Mr Brown,412,./markedupfiles/282.txt,2,411,True,100,100,3,3,True,False,False,100,False,False,False
Mr Brown,463,./markedupfiles/282.txt,2,462,True,2,100,3,1,True,False,False,100,False,False,False
Meanwhile Tory,482,./markedupfiles/282.txt,2,481,False,100,100,3,100,False,False,False,100,False,False,False
Oliver Letwin,486,./markedupfiles/282.txt,2,485,True,100,100,100,3,False,False,False,100,False,False,False
Mr Blair,489,./markedupfiles/282.txt,2,488,True,100,100,100,0,True,False,False,100,False,False,False
Mr Letwin,541,./markedupfiles/282.txt,2,540,True,100,100,3,2,True,False,False,100,False,False,False
Mr Blair,546,./markedupfiles/282.txt,2,545,True,100,3,1,0,True,False,False,100,False,False,False
Conservative Party,8,./markedupfiles/296.txt,2,7,False,100,0,1,3,False,False,False,100,False,False,True
Lord Archer,19,./markedupfiles/296.txt,2,18,True,100,0,3,0,True,False,False,100,False,False,False
Dr Liam,29,./markedupfiles/296.txt,2,28,False,2,1,2,100,True,False,False,100,False,False,True
Liam Fox,30,./markedupfiles/296.txt,2,29,False,3,0,3,100,False,False,False,100,False,False,False
BBC Ones,33,./markedupfiles/296.txt,2,32,False,1,100,100,1,False,False,False,100,False,False,True
Ones Breakfast,34,./markedupfiles/296.txt,2,33,False,2,100,100,0,False,False,False,100,False,False,True
Lord Archer,47,./markedupfiles/296.txt,2,46,False,5,100,2,3,True,False,False,100,True,False,False
Lord Archer,82,./markedupfiles/296.txt,2,81,True,2,0,1,1,True,False,False,100,False,False,False
Daily Star,91,./markedupfiles/296.txt,2,90,False,100,100,1,0,False,False,False,100,True,False,False
High Court,95,./markedupfiles/296.txt,2,94,False,100,100,5,0,False,False,False,100,True,False,False
Dr Fox,114,./markedupfiles/296.txt,2,113,True,100,0,2,0,True,False,False,100,True,False,False
Lord Archer,126,./markedupfiles/296.txt,2,125,True,5,1,1,1,True,False,False,100,False,False,False
Alastair Campbell.,177,./markedupfiles/296.txt,2,176,False,100,100,1,100,False,False,False,100,False,False,True
Campbell. Tory,178,./markedupfiles/296.txt,2,177,False,100,3,2,100,False,False,False,100,False,False,False
Lord Tebbit,181,./markedupfiles/296.txt,2,180,True,100,0,5,1,True,False,False,100,False,False,False
Dr Foxs,187,./markedupfiles/296.txt,2,186,True,4,2,1,1,True,False,False,100,False,False,False
Conservative MP,218,./markedupfiles/296.txt,2,217,False,100,100,4,100,False,False,False,100,False,False,False
MP Sir,219,./markedupfiles/296.txt,2,218,False,100,100,5,3,False,False,False,100,False,False,True
Sir Teddy,220,./markedupfiles/296.txt,2,219,False,100,100,100,2,True,False,False,1,False,False,True
Teddy Taylor,221,./markedupfiles/296.txt,2,220,False,100,3,100,1,False,False,False,2,False,False,False
Lord Archer,227,./markedupfiles/296.txt,2,226,True,1,0,3,1,True,False,False,100,False,False,False
Lord Archer,262,./markedupfiles/296.txt,2,261,True,2,1,2,0,True,False,False,100,False,True,False
UKIP MEP,1,./markedupfiles/292.txt,2,0,False,100,100,100,100,False,False,False,100,False,False,False
UK Independence,7,./markedupfiles/292.txt,2,6,False,100,100,100,100,False,False,False,5,False,False,True
Independence Party,8,./markedupfiles/292.txt,2,7,False,100,3,100,100,False,False,False,100,False,False,True
Party MEP,9,./markedupfiles/292.txt,2,8,False,100,2,100,3,False,False,False,100,False,False,True
Mike Nattrass,30,./markedupfiles/292.txt,2,29,True,2,3,2,100,False,False,False,100,True,False,True
Nattrass UKIPs,31,./markedupfiles/292.txt,2,30,False,3,2,3,3,False,False,False,100,False,False,False
Septembers Hartlepool,46,./markedupfiles/292.txt,2,45,False,100,3,2,100,False,False,False,100,True,False,False
German Reich,68,./markedupfiles/292.txt,2,67,False,4,1,2,2,False,False,False,100,True,False,True
MEP Robert,95,./markedupfiles/292.txt,2,94,False,100,100,2,1,False,False,False,100,True,False,True
Robert Kilroy-Silk,96,./markedupfiles/292.txt,2,95,False,100,3,3,0,False,False,False,1,True,False,True
Mr Nattrass,116,./markedupfiles/292.txt,2,115,False,100,100,3,2,True,False,False,100,True,False,False
Sudetenland -,164,./markedupfiles/292.txt,2,163,False,100,100,1,100,False,False,False,100,False,False,True
- Czechoslovakia,165,./markedupfiles/292.txt,2,164,False,100,100,2,100,False,False,False,100,False,False,True
BBC News,190,./markedupfiles/292.txt,2,189,False,2,2,1,1,False,False,False,100,False,False,False
European Parliament,211,./markedupfiles/292.txt,2,210,False,100,1,1,2,False,False,False,100,True,False,True
Europe Mr,244,./markedupfiles/292.txt,2,243,False,100,100,1,100,False,False,False,100,True,False,True
Mr Nattrass,245,./markedupfiles/292.txt,2,244,False,100,3,2,3,True,False,False,100,True,False,True
Britain Im,261,./markedupfiles/292.txt,2,260,False,3,100,2,0,False,False,False,100,False,False,False
Mr Kilroy-Silk,298,./markedupfiles/292.txt,2,297,True,100,100,1,0,True,False,False,100,False,False,False
BBC Ones,326,./markedupfiles/292.txt,2,325,False,1,100,2,1,False,False,False,100,False,False,True
Ones Breakfast,327,./markedupfiles/292.txt,2,326,False,2,100,3,0,False,False,False,100,False,False,True
Mr Kilroy-Silk,350,./markedupfiles/292.txt,2,349,True,5,2,3,2,True,False,False,100,False,False,False
Mr Kilroy-Silk,399,./markedupfiles/292.txt,2,398,True,100,100,1,3,True,False,False,100,True,False,True
Kilroy-Silk MEP,400,./markedupfiles/292.txt,2,399,False,100,100,2,2,False,False,False,100,True,False,False
MEP Nigel,401,./markedupfiles/292.txt,2,400,False,100,100,3,1,False,False,False,100,True,False,True
Nigel Farage,402,./markedupfiles/292.txt,2,401,True,100,100,4,0,False,False,False,1,False,False,True
Roger Knapman,407,./markedupfiles/292.txt,2,406,True,100,100,3,0,False,False,False,100,False,False,False
European Parliament,422,./markedupfiles/292.txt,2,421,False,3,2,5,3,False,False,False,100,True,False,False
Parliament Mr,423,./markedupfiles/292.txt,2,422,False,4,1,2,2,False,False,False,100,True,False,True
Mr Kilroy-Silk,424,./markedupfiles/292.txt,2,423,True,5,0,3,1,True,False,False,100,True,False,True
Mr Farage,446,./markedupfiles/292.txt,2,445,True,1,1,4,100,True,False,False,100,False,False,False
Farage Dont,447,./markedupfiles/292.txt,2,446,False,2,0,5,3,False,False,False,100,False,False,False
Mr Kilroy-Silk,473,./markedupfiles/292.txt,2,472,True,3,100,2,0,True,False,False,100,True,True,False
Mr Farage,476,./markedupfiles/292.txt,2,475,True,100,100,1,0,True,False,False,100,True,True,False
MEPs Later,487,./markedupfiles/292.txt,2,486,False,5,100,1,0,False,False,False,100,False,False,False
Mr Kilroy-Silk,497,./markedupfiles/292.txt,2,496,True,100,0,3,0,True,False,False,100,True,False,False
Mr Kilroy-Silk,513,./markedupfiles/292.txt,2,512,True,100,1,4,2,True,False,False,100,False,False,False
European Parliament,548,./markedupfiles/292.txt,2,547,False,100,1,5,1,False,False,False,100,True,False,True
Mr Kilroy-Silk,598,./markedupfiles/292.txt,2,597,True,100,0,1,0,True,False,False,100,False,False,False
London UKIP,607,./markedupfiles/292.txt,2,606,False,4,100,4,100,False,False,False,100,False,False,True
UKIP MEP,608,./markedupfiles/292.txt,2,607,False,5,100,5,100,False,False,False,100,False,False,True
MEP Gerard,609,./markedupfiles/292.txt,2,608,False,100,3,100,3,False,False,False,100,False,False,True
Gerard Batten,610,./markedupfiles/292.txt,2,609,False,100,2,100,2,False,False,False,1,False,False,True
Mr Kilroy-Silk,662,./markedupfiles/292.txt,2,661,True,100,0,2,0,True,False,False,100,False,False,False
Wednesday UKIP,674,./markedupfiles/292.txt,2,673,False,100,100,1,100,False,False,False,100,True,False,False
John Houston,22,./markedupfiles/286.txt,2,21,True,2,1,2,1,False,False,False,100,False,False,False
East Kilbride,31,./markedupfiles/286.txt,2,30,False,3,100,1,1,False,False,False,100,True,False,False
British Empire,53,./markedupfiles/286.txt,2,52,False,100,0,4,0,False,False,False,100,False,False,False
Mark Croucher,63,./markedupfiles/286.txt,2,62,True,100,0,100,1,False,False,False,100,False,True,False
Mr Houston,69,./markedupfiles/286.txt,2,68,True,4,0,2,2,True,False,False,100,False,False,False
MEP Robert,91,./markedupfiles/286.txt,2,90,False,100,3,1,3,False,False,False,100,False,False,True
Robert Kilroy-Silk,92,./markedupfiles/286.txt,2,91,True,100,2,2,2,False,False,False,1,False,False,True
Kilroy-Silk Mr,93,./markedupfiles/286.txt,2,92,False,100,1,3,1,False,False,False,2,False,False,True
Mr Houston,94,./markedupfiles/286.txt,2,93,True,100,0,4,0,True,False,False,3,False,False,True
British Empire,139,./markedupfiles/286.txt,2,138,False,100,100,4,2,False,False,False,100,False,False,False
Mr Croucher,179,./markedupfiles/286.txt,2,178,True,2,0,2,1,True,False,False,100,False,False,False
Mr Houstons,188,./markedupfiles/286.txt,2,187,True,2,2,1,2,True,False,False,100,False,False,False
Mr Houston,224,./markedupfiles/286.txt,2,223,True,1,2,1,0,True,False,False,100,False,False,False
BBC News,236,./markedupfiles/286.txt,2,235,False,1,2,4,2,False,False,False,100,True,False,False
Mr Houston,284,./markedupfiles/286.txt,2,283,True,100,0,3,0,True,False,False,100,False,False,False
Peter Nielson,302,./markedupfiles/286.txt,2,301,True,100,1,2,0,False,False,False,100,False,True,False
UKIP Scotland,306,./markedupfiles/286.txt,2,305,False,1,1,1,2,False,False,False,100,False,False,False
Mr Houston,313,./markedupfiles/286.txt,2,312,True,2,100,2,0,True,False,False,100,False,False,False
Mr Houston,351,./markedupfiles/286.txt,2,350,True,4,0,1,1,True,False,False,100,False,False,False
Amnesty Internationals,27,./markedupfiles/279.txt,2,26,False,100,1,4,1,False,False,False,100,False,False,False
London School,37,./markedupfiles/279.txt,2,36,False,3,100,1,0,False,False,False,100,True,False,False
Economics Irene,40,./markedupfiles/279.txt,2,39,False,100,1,1,100,False,False,False,100,True,False,True
Irene Khan,41,./markedupfiles/279.txt,2,40,True,100,0,2,3,False,False,False,100,False,False,True
Ms Khan,92,./markedupfiles/279.txt,2,91,True,100,100,2,100,True,False,False,100,True,False,False
Guantanamo Bay,105,./markedupfiles/279.txt,2,104,False,2,100,5,0,False,False,False,100,True,False,False
Ms Khan,171,./markedupfiles/279.txt,2,170,True,100,0,2,1,True,False,False,100,True,False,False
United Nations,217,./markedupfiles/279.txt,2,216,False,100,1,1,1,False,False,False,100,False,False,False
Ms Khan,275,./markedupfiles/279.txt,2,274,True,100,0,2,1,True,False,False,100,False,False,False
Amnesty International,394,./markedupfiles/279.txt,2,393,False,100,100,4,2,False,False,False,100,False,False,False
Ms Khan,417,./markedupfiles/279.txt,2,416,True,100,0,4,1,True,False,False,100,False,False,False
Ms Khan,470,./markedupfiles/279.txt,2,469,True,100,100,2,1,True,False,False,100,False,True,False
Tony Blair,12,./markedupfiles/251.txt,2,11,True,100,100,3,0,False,False,False,100,False,False,False
Gordon Brown,15,./markedupfiles/251.txt,2,14,True,100,1,1,0,False,False,False,100,False,False,False
Mr Blair,77,./markedupfiles/251.txt,2,76,True,1,100,2,1,True,False,False,100,False,False,False
Mr Brown,129,./markedupfiles/251.txt,2,128,True,3,2,1,1,True,False,False,100,True,False,False
Mr Brown,153,./markedupfiles/251.txt,2,152,False,4,100,1,0,True,False,False,100,False,False,False
Mr Browns,174,./markedupfiles/251.txt,2,173,False,100,100,1,3,True,False,False,100,False,False,False
Mr Blair,188,./markedupfiles/251.txt,2,187,True,4,0,1,0,True,False,False,100,False,False,False
Downing Street,429,./markedupfiles/251.txt,2,428,False,100,2,2,2,False,False,False,100,False,False,False
Gordon Brown,524,./markedupfiles/251.txt,2,523,False,100,1,1,1,False,False,False,100,False,False,False
Mr Blair,540,./markedupfiles/251.txt,2,539,True,4,0,1,0,True,False,False,100,False,False,False
Foreign Secretary,575,./markedupfiles/251.txt,2,574,False,100,100,3,100,False,False,False,100,False,False,True
Secretary Jack,576,./markedupfiles/251.txt,2,575,False,100,100,4,100,False,False,False,100,False,False,True
Jack Straw,577,./markedupfiles/251.txt,2,576,False,100,100,5,100,False,False,False,1,False,False,True
Straw Aid,578,./markedupfiles/251.txt,2,577,False,100,100,100,3,False,False,False,2,False,False,True
Hilary Benn,581,./markedupfiles/251.txt,2,580,True,100,100,100,0,False,False,False,5,False,False,False
Deputy Prime,584,./markedupfiles/251.txt,2,583,False,100,100,1,100,False,False,False,100,False,False,True
Prime Minister,585,./markedupfiles/251.txt,2,584,False,100,100,2,100,False,False,False,1,False,False,True
Minister John,586,./markedupfiles/251.txt,2,585,False,100,100,3,100,False,False,False,2,False,False,True
John Prescott,587,./markedupfiles/251.txt,2,586,True,100,100,4,3,False,False,False,3,False,False,True
Prescott -,588,./markedupfiles/251.txt,2,587,False,100,100,5,2,False,False,False,4,False,False,False
Mr Brown,601,./markedupfiles/251.txt,2,600,False,5,0,1,0,True,False,False,100,False,False,False
Scotlands Army,21,./markedupfiles/245.txt,2,20,False,100,100,1,3,False,False,False,100,True,False,False
Army Board,28,./markedupfiles/245.txt,2,27,False,100,1,1,0,False,False,False,100,False,False,False
Defence Secretary,83,./markedupfiles/245.txt,2,82,False,3,100,1,2,False,False,False,100,False,False,True
Secretary Geoff,84,./markedupfiles/245.txt,2,83,False,4,100,2,1,False,False,False,100,False,False,True
