Name,Price_INR,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Display Size,Resolution,Operating System,Processor Core,Primary Clock Speed,Internal Storage,RAM,Memory Card Slot Type,Primary Camera,Network Type,Supported Networks,Battery Capacity,Warranty Summary,GPRS,Removable Battery,Video Recording,Mini USB Version,Dial Color,Flash,EDGE Features,Audio Jack,Reading Type,Width,Battery Life,Important Apps,Predictive Text Input,Usage,Number of Cores,Sensor,Processor Speed,Sweat Proof,Indicator Type,Number of Buttons,Brand,Pre-installed Browser,Mini HDMI Port,Talk Time,Call Function,Scratch Resistant,Charging Method,Email Support,Speaker Volume,Number of Contact Points,Depth,Calorie Count,WAP Version,Call Divert,Shock Resistant,Operating Range,International Warranty,Display Type,Dual Camera Lens,Sales Package,Maximum Operating Altitude,Operating Frequency,GPU,Display,Standby Time,GPS,Diameter,Supported Memory Card Type,Frame Rate,Service Type,Voice Control,Java Application,Messaging Support,Primary Camera Available,Infrared,Music Player,Quick Charging,Supported Apps,One Touch Button,warranty_summary,Wi-Fi Hotspot,Activity Tracking Function,Call Records,Dial Shape,Thickness,Music Time,Supported Audio Format,Image Editor,Video Call Support,Compatible Device,Touch Enabled,Dual Battery,Bluetooth,3G,Optical Zoom,Display Resolution,Audio Formats,Bluetooth Support,Charger Type,Touch Control,Instant Message,Alarm Clock,Material,TV Out,Audio Features,Additional Content,Strap Color,Battery Type,Sensors,Internal Memory,Altimeter,Voice Input,Activity Tracker Present,Touchscreen Type,NFC,Step Count,Care Instructions,Display Colors,Social Networking Phone,Field of View,Other Features,Charging Time,Call Wait/Hold,User Memory,Chronograph,Full HD Recording,SIM Access,Logs,Keypad,Certification,Compatible Operating System,GPRS Features,Compatible Devices,Date & Time Display,Micro USB Port,User Interface,3G Speed,Conference Call,Expandable Storage,Connectivity Range,Calendar,Size,Backlight Display,JAVA Support,Microphone,Water Resistant,Rechargeable Battery,Notification,Graphics PPI,SMS,Phone Book Memory,Speed Dialing,Expandable Memory,Operating Temperature,Keypad Type,Noise Cancellation,Bluetooth Range,Supported Languages,USB Tethering,USB Connectivity,Wifi Enabled,Water Resistance Depth,Charge Time,Hot SWAP Support,Ringtones Format,Heart Rate Monitor,Compass,Supported Video Format,Other Display Features,HD Playback,Not Covered in Warranty,Closure,Other Connectivity Features,Language,Ideal For,Video Formats,Ergonomic Design,Audio Transparency,Compatible With,Browser,FM Radio Recording,Sound Enhancements,Brand Color,Technology Used,Primary Camera Features,WAP,Wireless Options,Mobile Tracker,Weight,MMS,Height,Map Support,HD Recording,Call Log Memory,Digital Zoom,Secondary Camera,Processor Type,Bluetooth Version,Wireless Charging,Water-Resistant Depth,Third Party App Support,not_covered_in_warranty,Mini USB Port,covered_in_warranty,Video Recording Resolution,Other Multimedia Features,Speaker Phone,Wifi Version,Speaker,Function,Battery Chargeable,Dial Material,Sensor Type,Suitable For,Call Timer,Type,Covered in Warranty,Strap Material,Other Fitness Features,Bluetooth Enabled,Talk time,FM Radio,Warranty Service Type,service_type,Wireless Data Processing,SIM Size,Audio Jack Supported,Stand By Time,Secondary Camera Available,Secondary Clock Speed,Other Dimensions,Notification Type,Secondary Camera Features,Processor Name,Wi-Fi Version,Heart Rate Monitor Present,Other Battery Features,Compatible OS,Hands Free,Smartphone,Games,Upgradable Operating System,Phone Book,Operating System Supported,SMS Memory,Wi-Fi,Resolution Type,Total Memory,Gesture Control,Type of Tracking,HD Game Support,DLNA Support,Series,GPS Support,Call Features,Internet Connectivity,EDGE,Business Phone,Other Watch Functions,Other Camera Features,Micro USB Version,Video Features,Domestic Warranty
I-Plus i1Â Â (Blue & White),‚¹699,"Handset, Charger, Battery, Headphone",,i1,Blue & White,Feature Phones,Dual Sim,No,No,No,1.8,120 x 160$$Pixels,,,50,32 MB,20 MB,Dedicated Slot,0.03MP,2G,"GSM, GSM",1000,One Year Manufacturing Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Eluga Ray 700 (Champagne Gold, 32 GB)Â Â (3 GB RAM)","‚¹9,999","Main Device (Inclusive of Battery), Charger, USB Cable, Protective Screen Guard, Quick Start Guide, Earphones, SIM Insertion Pin, Warranty Card",EB-90S55ER7N,Eluga Ray 700,Champagne Gold,Smartphones,Dual Sim,No,Yes,Yes,5.5 inch,1920 x 1080 Pixels,Android Nougat 7,Octa Core,1.3 GHz,32 GB,3 GB,,13MP,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, UMTS, WCDMA, GSM",5000 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Yes,No,,,,Front Flash and Rear LED Flash,,,,75.35 mm,,,,,,,,,,,,Google Chrome,,,,,,,,,8.9 mm,,,,,,,IPS On Cell Display,,,,"GSM - 850, 900, 1800, 1900 MHz, WCDMA - 900, 2100 MHz, 4G LTE - B1, B3, B5, B40",,,,,,microSD,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,"AAC, AAC+, AAC+ Enhanced, OGG Vorbis, WAV,MP3, Midi",Yes,,,,,,,,,,,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Compass/Magnetometer, Fingerprint Sensor",,,,,,,,,,,,"Metallic Body Device, Wi-Fi Direct, Notification LED",,,,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,"Corning Gorrilla Glass 3, 2.5D Curved",,,,,,,"H.264, H.263, MPEG-4",,,,,,,,,"13 MP (PDAF), 5P Lens Element, F2.0 Aperture, Modes: HDR, Panoromic, Beauty",,,,182 g,,153.75 mm,Google Maps,,Yes,Yes,13MP,Mediatek MTK6753 Octa Core 1.3GHz,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nano SIM and Nano SIM,,,Yes,,,,"13 MP, Element Lens 5P, Aperture F/N 2.2, Modes: Beauty Mode, HDR",,802.11 b/g/n,,,,,Yes,,,Yes,,,Yes,Full HD,,,,,,,Yes,,"4G, 3G, EDGE, GPRS, Wi-Fi",Yes,,,,,,
"Karbonn Aura Note 2 with 4G VoLTE (Blue & Champagne, 16 GB)Â Â (2 GB RAM)","‚¹5,499","Handset, Charger, Earphone, Battery, Warranty Card",Aura Note 2 with 4G VoLTE,Aura Note 2 with 4G VoLTE,Blue & Champagne,Smartphones,Dual Sim,Yes,Yes,Yes,5.5 inch,720 x 1280 Pixels,Android Nougat 7.0,Quad Core,1.3 GHz,16 GB,2 GB,Hybrid Slot,13MP,"4G VOLTE, 3G, 2G","4G VoLTE, GSM",2900 mAh,1 year on Handset and 6 months on accessories,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,microSD,,,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,Li-Ion,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,Physical Damage,,,,,,,,,,,,,,,,,,163 g,,,,Yes,Yes,,5MP,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,Yes,Customer has to visit Karbonn Authorize service centre in case of any issue.,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,
Aqua MazeÂ Â (White),‚¹678,"Handset, Battery, Charger, User Manual & Warranty Card",Maze,Maze,White,Feature Phones,Dual Sim,No,No,No,1.8 inch,240 x 320 pixels,0,,312 MHz,32 MB,32 MB,Dedicated Slot,0.08MP,2G,"GSM, GSM",1000 mAh,1 Year Manufacturer Warranty,,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,"GSM - 900, 1800",,,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,"MP3, WAV",Yes,,,,,,,,,,Li-Ion,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,32 GB,,,,,,,,,,,Yes,,Yes,,,Alphanumeric,,,"Supports English, Hindi, Tamil, Kannad & Telugu",Yes,Yes,,,,,"MP3, AAC",,,,,,Damage caused due to improper handling or normal wear and tear as per Aqua warranty policy,,,,,"MP4, AVI, 3GP",,,,,Yes,,,,,Yes,,Yes,70 g,Yes,,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,Yes,1 year manufacturer warranty for handset and 6 months warranty for in-box accessories,,,Full Size SIM,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,1 Year
Blackzone N1102Â Â (White & Blue),‚¹629,"Handset, Battery, Charger",N1102,N1102,White & Blue,Feature Phones,Dual Sim,No,No,No,1.8 inch,320 x 240$$Pixels,,,1 MHz,10 MB,10 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,12 Months Warranty,Yes,Yes,Yes,,,,,3.5 mm,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,,,,,,No,,,Yes,,"MP3, MP4",Yes,,,,,,,,"Handset, Battery, Charger",,Li-Ion,,,,,,,,,,,,,Torch Light,,Yes,,,,,Yes,Yes,,,,,,Yes,,,,16 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,Multi Language,,Yes,,,,,,,,,,,"Physical Accidental Damage, Any Damage Caused due to Water",,,,,,,,,Yes,,,,,0.3 MP,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Manufacturing Defects,,,,,Yes,,,,Normal SIM,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,2G,,,,,,,1 Year
Ssky K7Â Â (Blue & Gold),‚¹770,"Handset, Headset, Battery, Charger, User Mannual, Warranty Card",K7,K7,Blue & Gold,Feature Phones,Dual Sim,No,No,No,1.8,320 x 428$$Pixels,,,1.2 MHz,32 MB,32 MB,Dedicated Slot,1.3MP,2G,"GSM, GSM",1050,121 Days Replacement Warranty and 1Year Manufacturer Warranty,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,No,,,,,Alphanumeric,,,Multiple language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
Gfive U330Â Â (Blue),‚¹699,"Handset, Battery, Charger",U330,U330,Blue,Feature Phones,Dual Sim,No,No,No,1.8,320 x 400$$Pixels,No,,1.2 MHz,32 MB,32 MB,Dedicated Slot,1.3MP,2G,"GSM, GSM",950,10 Days Replacement Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honor Bee 2 (Black, 8 GB)Â Â (1 GB RAM)","‚¹5,799","Handset, Battery, Charger, Earphones, Warranty Card, USB Cable, User Manual",Lua-L22,Bee 2,Black,Smartphones,Dual Sim,No,Yes,No,4.5 inch,480 x 854$$Pixels,Android Lollipop 5.1,Quad Core,1.2 GHz,8 GB,1 GB,Dedicated Slot,5MP,"4G VOLTE, 3G","4G VoLTE, GSM",2100 mAh,1 Year Manufacturer Warranty,Yes,Yes,,,,LED,,3.5 mm,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,,,,,,,,Mali-T720 MP2,,,,,microSD,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,MP3,Yes,,,,,,,,,,Li-Po,"G-Sensor, L-Sensor, Proximity-Sensor-Electronic",,,,,Capacitive,,,,,,,,,Yes,,,,,Yes,,,,,,,Yes,EMUI 3.1,,,32 GB,,,,,,,,,,218 PPI,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,MP4,,,,,,,,,"Autofocus, Dual-LED flash",,,,,,,Yes,,,,2MP,Cortex-A53,4.0,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,Micro SIM,,,Yes,,,,,,802.11 b/g/n,,,,,Yes,,,Yes,,,Yes,FWVGA,,,,,,,Yes,,,,,,,2.0,,
I Kall K3310Â Â (Sky Blue),‚¹629,"Handset, battery,charger and user manual",K3310,K3310,Sky Blue,Feature Phones,Dual Sim,No,No,No,1.8 inch,176 x 220 Pixels,,,,64 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,1 YEAR Warranty Against Manufacturing Defects,Yes,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GSM - 900, 1800",,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,MP3,Yes,,,,,,,,,,Li-Ion,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,Yes,8 MB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,MP4,,,,,,,,,,,,,,,,,,,,,0 0 0 0 Processor,,,,,,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only.,,,,,Yes,Customer can visit nearby service center or can call at: 0120-4731048,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,2G,,,,,,,1 Year
Gfive WP89Â Â (Blue & Green),‚¹839,"Handset, Battery, Charger, User Manual",WP89,WP89,Blue & Green,Feature Phones,Dual Sim,No,No,No,2.4 inch,240 x 320$$Pixels,0,,,64 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",2200 mAh,"1 Year Manufacturer warranty for which the customer can contact G'Five Customer care at +9111-33549027, +919582750855 or mail us @ customercare.konnect@gmail.com",Yes,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,"800, 900, 1800, 1900 MHz",,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,MP3,Yes,,,,,,,,"Battery, Charger",,Li-Ion,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,Yes,8 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,MP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,1 Year Manufacturer Warranty,,,,,,No,,,,,,,,,,,No,,,Yes,,,,QVGA,,,,,,,,,,,,,,,,1 Year
Poya P2Â Â (Grey),‚¹649,NA,P2,P2,Grey,Feature Phones,Dual Sim,No,No,No,1.8 inch,320 x 240 Pixels,0,,,10 KB,10 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,Products comes with 1 Year Manufacturing Warranty,,Yes,,,,Yes,,3.5 mm,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,,Yes,,,,,,,,,,Li-Ion,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Alphanumeric,,,Multi Language Support,,,,,,,,,,,,,Accessories has not coverd in warranty,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Cover 1 year Manufacturing Warranty on Handset There is no warranty on Accessories,,,,,,Customer Have to call or email us to claim warranty our customer care number is 9339393989,,,Regular SIM,,,Yes,,,,,,,,,,,No,,,Yes,,,,QVGA,,,,,,,,,GPRS,,,,,,,
"Nokia 8 (Tempered Blue, 64 GB)Â Â (4 GB RAM)","‚¹31,490","Handset, Charger, Charging / Data Cable, Headset, Quick Guide, SIM Door Key",,8,Tempered Blue,Smartphones,Dual Sim,Yes,Yes,Yes,5.3 inch,2560 x 1440 Pixels,Android Nougat 7.1.1,Octa Core,2.5 GHz,64 GB,4 GB,,13MP + 13MP,"4G, 3G, 2G","4G LTE, UMTS, WCDMA",3090 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Yes,,,,,,,,,"Google Assistant, Google Apps, Facebook",,,,,,,,,,,,768 hrs,,,,,,,,,,,,,,,Primary Camera,,,,,,,,,microSD,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,"Compass Magnetometer, Proximity Sensor, Accelerometer, Ambient Light Sensor, Gyroscope and Barometer",,,Yes,,Capacitive,,,,,,,"LTE Cat. 9, 3CA, 450 Mbps DL / 50 Mbps UL",,,,,,,,,,,,,,,,,,256 GB,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dual Sight Mode,,,,,,,Google Maps,,Yes,,13MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nano SIM and Nano SIM,,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,Yes,,"4G, 3G, Wi-Fi",,,,,,,
"Moto G (Black, 16 GB)Â Â (1 GB RAM)","‚¹9,999","Headset, User Manual, Handset with Inbuilt Battery, Charger, Battery Door",XT1033,Moto G,Black,Smartphones,Dual Sim,,Yes,,4.5 inch,1280 x 720 Pixels,Android KitKat 4.4,Quad Core,1.2 GHz,16 GB,1 GB,,5MP,3G,"GSM, GSM",2070 mAh,1 Year Manufacturer Warranty,Yes,No,Yes,,,LED,,3.5 mm,,65.9 mm,,,,,,,,,,,,Android,,,,,,,,,11.6 mm,,,,,,,IPS LCD,,,,"GSM - 850, 900, 1800, 1900; UMTS - 2100","Adreno 305, 450 MHz Single Core",,,,,,30 fps,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,,,MP3,Yes,,,,,,,,,,,"Magnetometer, Proximity Sensor, Hall Effect Sensor, Ambient Light Sensor, Accelerometer",,,,,Capacitive,No,,,16 M,,,"Wi-Fi Direct, Mobile Hotspot, Embedded Battery Type, Notification LED",,,,,,Dual Standby,,,,,,,,Yes,,21.1 Mbps HSDPA; 5.76 Mbps HSUPA,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Corning Gorilla Glass 3,,,,,,,"MP4, VC1, H.264, WMV9, DivX",,,,,,,,,"Auto Focus, Slow Motion Video, Burst Mode, Auto HDR, Panorama, Tap to Focus",,,,140 g,,129.9 mm,Google Maps,Yes,Yes,Digital Zoom - 4x,1.3MP,Qualcomm Snapdragon 400,4,,,,,,,720 x 1280,,,,,,,,,,,,,,,,,Yes,,,,Micro SIM,,,Yes,,,,Fixed Focus,,802.11 b/g/n,,,,,Yes,,,Yes,,Yes,Yes,HD,,,,,,,Yes,,"GPRS, EDGE, 3G, Wi-Fi",Yes,,,,2,,
Snowtel Z2 S-40Â Â (Black),‚¹549,"Handset, Charger, Battery",Z2 S-40,Z2 S-40,Black,Feature Phones,Dual Sim,No,No,No,1.77 inch,320 x 120$$Pixels,,,1 MHz,32 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,3 Months,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Alphanumeric,,,"Hindi, English, Gujarati, Marathi, Punjabi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InFocus F115Â Â (Black),‚¹799,"Handset, Charger, Battery",,F115,Black,Feature Phones,Dual Sim,No,No,No,2.4 inch,240 x 320,,,1.2 MHz,32 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1450 mAh,Brand Warranty of 1 Year,No,Yes,Yes,,,,,3.5 mm,,50 mm,,,No,,,,,,,,,,,4,,,,,,,50 mm,,,Yes,,,,TFT,,,,GSM - 850,,,,,,microSD,10 fps,,,No,,Yes,,,,,,,,,Missed,,,,,No,No,,,No,,No,Yes,,MP3,Yes,,,No,,,,,,,Li-ion,,,,No,,,,,,65 K,No,,,,Yes,25,,No,,Missed Calls,Yes,,,,,,Yes,,,No,32 GB,,,,,No,,,,,143 PPI,Yes,300,Yes,,,Alphanumeric,,,Supports 20 Languages,,Yes,,,,,"MP3, AAC, 64-tone Polyphonic (64 Built-in Tones)",,,,,,"Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data, recorded images or business opportunity loss",,,,,MP4,,,,,,,,,,,,No,75 g,No,70 mm,,No,Yes,Yes,,,2,,,,,,,240 x 320,,Yes,,,,,,,,Yes,,Warranty of the product is limited to manufacturing defects only,,,,,Yes,Visit Serive Center for Repairing,,,Mini Sim,,,No,,,,,,,,,,No,No,,,Yes,,300,,QVGA,,,,No,,,,,,,No,,,2,,1
"Samsung Galaxy J7 Prime (Black, 16 GB)Â Â (3 GB RAM)","‚¹13,800","Handset, Charger, Data Cable, Earphone, Ejector Pin",SM-G610FZKDINS,Galaxy J7 Prime,Black,Smartphones,Dual Sim,No,Yes,Yes,5.5 inch,1920 x 1080 Pixels,Android Marshmallow 6,Octa Core,1.6 GHz,16 GB,3 GB,Dedicated Slot,13MP,"4G, 3G, 2G","4G LTE, GSM",3300 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,No,Yes,,,Yes,,3.5 mm,,75 mm,,,,,,,,,,,,,,,,,,,,,8 mm,,,,,,,TFT,,,,,ARM Mali T830 MP1,,,,,microSD,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,"AAC, AAC+, eAAC+, MP3",Yes,,,,,,,,,,Li-Ion,"Accelerometer, Light Sensor, Proximity Sensor",,,,,Capacitive,Yes,,,,,,Wi-Fi Speed: 2.4 GHz,,Yes,,,Yes,Dual Standby,,,,,,,,,,HSPA+ 42.2 Mbps,Yes,256 GB,,,,,,,,,,,Yes,,,,,,,,14 Languages,,Yes,,,,,,,,,,,,,,,,"MP4, M4V, 3GP, 3G2, ASF, AVI, FLV, MKV",,,,,,,,,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",,,,,,151.7 mm,Google Maps,Yes,Yes,,8MP,Exynos 7870 Octa Core 1.6GHz,v4.1,,,,,,,1920 x 1080 pixel,,,,,,,,,,,,,,,,,,,,,Micro SIM,,,Yes,,,,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie",,802.11 b/g/n,,,,Yes,Yes,,,Yes,,,Yes,Full HD,,,,,,,Yes,,"4G, 3G, Wi-Fi",,,,,,,
I Kall I KALL K2180 BlueÂ Â (Blue),‚¹599,"Handset, Battery, Charger, User Manual",K2180,I KALL K2180 Blue,Blue,Feature Phones,Dual Sim,No,No,No,1.8 inch,128 x 160 Pixels,,,,64 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,1 Year Manufacturer Warranty,Yes,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,MP3,Yes,,,,,,,,,,Lithium-ion,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,8 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,MP4,,,,,,,,,,,,,,,,,,,,0.3MP,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1 Year warranty on the product for which the customer can visit the nearby service center of I KALL or can call our customer care executive at: 0120-4731048 or mail us at:helpdeskcustomercare09@gmail.com,,,,,,Yes,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,1 Year
BlackZone TURBOÂ Â (Gold & Silver / Gold),‚¹849,"Handset, Battery",Turbo+,TURBO,Gold & Silver / Gold,Feature Phones,Dual Sim,No,No,No,2.4 inch,320 x 240$$Pixels,,,1 MHz,10 MB,10 MB,Dedicated Slot,1.3MP,2G,"GSM, GSM",1800 mAh,12 Months Warranty,Yes,Yes,Yes,,,Yes,,3.5 mm,,,,,,,,,,,,,,Yes,,100 Hours,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,,,,,,No,,,,,MP3,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,"Vibration Mode, Torch Light",,Yes,,,,,Yes,Yes,,,,,,Yes,,,,16 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,"English, Hindi, Gujarati, Tamil",,Yes,,,,,,,,,,,"Physical Accidental Damage, Any Damage Caused by Water",,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Manufacturing Defects,,,,,Yes,"For any Warranty related concerns, customer can contact our customer care helpline at +91-9899606461 or Email us at Info@kineta.in",,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,2G,,,,,,,1 Year
Peace P4Â Â (Red & Black),‚¹509,"Handset, Charger, Earphone, Battery",P4,P4,Red & Black,Feature Phones,Dual Sim,No,No,No,1.8 inch,320 x 240 Pixels,,,,256 MB,64 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",850 mAh,1 Months Brand Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gfive M22Â Â (Blue),"‚¹1,099","Handset, Battery, Charger",M22,M22,Blue,Feature Phones,Dual Sim,No,No,No,2.4,320 x 400$$Pixels,No,,1.2 MHz,32 MB,32 MB,Dedicated Slot,1.3MP,2G,"GSM, GSM",1800,10 Days Replacement Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
