All-Words,end,filename,n-gram,start,classtype
programme Mr Balls,258,./markedupfiles/005.txt,3,256,False
sure Mr Brown's,264,./markedupfiles/005.txt,3,262,False
Mr Brown's Budget,265,./markedupfiles/005.txt,3,263,False
"economy. ""I don't",277,./markedupfiles/005.txt,3,275,False
pre-election spending spree,284,./markedupfiles/005.txt,3,282,False
spending spree -,285,./markedupfiles/005.txt,3,283,False
said. His assurances,297,./markedupfiles/005.txt,3,295,False
Sir Digby Jones,302,./markedupfiles/005.txt,3,300,True
improving workers' skills.,318,./markedupfiles/005.txt,3,316,False
workers' skills. His,319,./markedupfiles/005.txt,3,317,False
skills. His message,320,./markedupfiles/005.txt,3,318,False
"electioneering."" Sir Digby",336,./markedupfiles/005.txt,3,334,False
prudent chancellor right,353,./markedupfiles/005.txt,3,351,False
way through. Stability,357,./markedupfiles/005.txt,3,355,False
key word -,362,./markedupfiles/005.txt,3,360,False
word - British,363,./markedupfiles/005.txt,3,361,False
- British business,364,./markedupfiles/005.txt,3,362,False
public spending don't,381,./markedupfiles/005.txt,3,379,False
"excess."" Mr Balls",417,./markedupfiles/005.txt,3,415,False
whether Mr Brown,423,./markedupfiles/005.txt,3,421,False
election amid speculation,432,./markedupfiles/005.txt,3,430,False
"Foreign Secretary. ""I",442,./markedupfiles/005.txt,3,440,False
successful Labour government,455,./markedupfiles/005.txt,3,453,False
Today. Prime Minister,484,./markedupfiles/005.txt,3,482,False
Prime Minister Tony,485,./markedupfiles/005.txt,3,483,False
Minister Tony Blair,486,./markedupfiles/005.txt,3,484,False
Manchester The Labour,4,./markedupfiles/004.txt,3,2,False
The Labour Party,5,./markedupfiles/004.txt,3,3,False
confirmed. The much,22,./markedupfiles/004.txt,3,20,False
The much trailed,23,./markedupfiles/004.txt,3,21,False
much trailed decision,24,./markedupfiles/004.txt,3,22,False
Labour's ruling National,30,./markedupfiles/004.txt,3,28,False
ruling National Executive,31,./markedupfiles/004.txt,3,29,False
National Executive Committee,32,./markedupfiles/004.txt,3,30,False
seaside venue. It,44,./markedupfiles/004.txt,3,42,False
annual event. Blackpool,63,./markedupfiles/004.txt,3,61,False
much smaller February,69,./markedupfiles/004.txt,3,67,False
smaller February spring,70,./markedupfiles/004.txt,3,68,False
February spring conference,71,./markedupfiles/004.txt,3,69,False
spring conference instead,72,./markedupfiles/004.txt,3,70,False
placatory move. For,82,./markedupfiles/004.txt,3,80,False
move. For years,83,./markedupfiles/004.txt,3,81,False
main political parties,87,./markedupfiles/004.txt,3,85,False
much larger annual,101,./markedupfiles/004.txt,3,99,False
larger annual conference,102,./markedupfiles/004.txt,3,100,False
coastal resort. In,119,./markedupfiles/004.txt,3,117,False
The following year,137,./markedupfiles/004.txt,3,135,False
following year Bournemouth,138,./markedupfiles/004.txt,3,136,False
year Bournemouth hosted,139,./markedupfiles/004.txt,3,137,False
autumn conference. Colin,157,./markedupfiles/004.txt,3,155,False
conference. Colin Asplin,158,./markedupfiles/004.txt,3,156,False
Colin Asplin Blackpool,159,./markedupfiles/004.txt,3,157,False
Asplin Blackpool Hotel,160,./markedupfiles/004.txt,3,158,False
Blackpool Hotel Association,161,./markedupfiles/004.txt,3,159,False
working class party,202,./markedupfiles/004.txt,3,200,False
class party doesn't,203,./markedupfiles/004.txt,3,201,False
main working class,211,./markedupfiles/004.txt,3,209,False
working class resort,212,./markedupfiles/004.txt,3,210,False
"country."" The exact",217,./markedupfiles/004.txt,3,215,False
major Manchester hotels,247,./markedupfiles/004.txt,3,245,False
